Gene	AS_event_ID	AS_structure_ID	sub_junction_ID	sub-junction_dispersion_estimate	LRT_statistic-full_vs_reduced	LRT_p_value-full_vs_reduced	BH_adjusted_p-values	control	KD	fitting_parameter_log2fold_change_KD_control	sub_junction_chr	sub_junction_start_coor	sub_junction_end_coor	sub_junction_size	sub_junction_strand	raw_count.Control1	raw_count.Control2	raw_count.Control3	raw_count.U2af381	raw_count.U2af382	raw_count.U2af383	percentage_usage.Control1	percentage_usage.Control2	percentage_usage.Control3	percentage_usage.U2af381	percentage_usage.U2af382	percentage_usage.U2af383	deltaPSI
CG46338	chr2R_-_9865051_9865069_9865122	3_Junction_107829_Junction_107832	J001	0.155071142290204	3.7693841548557	0.052198848277375	0.0908411209502157	0.945349671905805	0.681164075237993	-1.04104743490661	chr2R	9865051	9865122	72	-	7	9	12	1	1	8	1.64%	3.05%	2.36%	0.27%	0.22%	2.07%	0.0149666666666667
CG46338	chr2R_-_9865051_9865069_9865122	3_Junction_107829_Junction_107832	J002	0.141345593701138	3.9307865830454	0.047409764264635	0.0832827508841462	2.52366919481597	2.65654448194696	0.442543846324762	chr2R	9865069	9865122	54	-	421	286	497	375	450	378	98.36%	96.95%	97.64%	99.73%	99.78%	97.93%	-0.0149666666666667
Sec24AB	chr2R_-_9878554_9878592_9878657	3_Junction_107877_Junction_107879	J001	0.00162871729580385	42.6693596324006	6.48197127900361e-11	3.73971342928327e-10	2.93864071264324	2.90963335030802	-0.0964752824607338	chr2R	9878554	9878657	104	-	887	671	1163	737	907	832	98.23%	98.24%	98.81%	94.85%	95.47%	95.63%	0.0311
Sec24AB	chr2R_-_9878554_9878592_9878657	3_Junction_107877_Junction_107879	J002	0.00228283083918654	41.3557192641155	1.26899636209982e-10	7.12566510508866e-10	1.16077904153973	1.60922604526561	1.55702660046582	chr2R	9878592	9878657	66	-	16	12	14	40	43	38	1.77%	1.76%	1.19%	5.15%	4.53%	4.37%	-0.0311
CG1513	chr2R_-_9889124_9889162_9889167_9889605	3_Junction_107970_Junction_107976_Junction_107978	J001	0.0055984546586329	73.170689632552	1.18908544431117e-17	1.18886938294034e-16	1.68453512253993	1.67040909050099	-0.0479330179006725	chr2R	9889124	9889605	482	-	35	49	48	42	66	48	100.00%	100.00%	100.00%	60.87%	68.04%	72.73%	0.327866666666667
CG1513	chr2R_-_9889124_9889162_9889167_9889605	3_Junction_107970_Junction_107976_Junction_107978	J002	0.0053477152356064	50.1393307448785	1.4320765848792e-12	9.65088343959482e-12	0.000140769200192038	1.22733134674246	15.5798862698019	chr2R	9889162	9889605	444	-	0	0	0	17	23	14	0.00%	0.00%	0.00%	24.64%	23.71%	21.21%	-0.231866666666667
CG1513	chr2R_-_9889124_9889162_9889167_9889605	3_Junction_107970_Junction_107976_Junction_107978	J003	0.0306940793259749	17.2697738255585	3.24304838524176e-05	9.63879659678461e-05	0.000140769803569861	0.873699395750029	14.2861046180938	chr2R	9889167	9889605	439	-	0	0	0	10	8	4	0.00%	0.00%	0.00%	14.49%	8.25%	6.06%	-0.096
Pka-R2	chr2R_-_9921840_9996621_9997220_9997702	3_Junction_108153_Junction_108371_Junction_108375	J001	0.443066438812537	18.6489273546527	1.5713565284868e-05	4.87793582414258e-05	0.000105952534400718	1.09436896687531	15.5152482513967	chr2R	9921840	9997702	75863	-	0	0	0	0	7	9	0.00%	0.00%	0.00%	0.00%	3.74%	4.50%	-0.0274666666666667
Pka-R2	chr2R_-_9921840_9996621_9997220_9997702	3_Junction_108153_Junction_108371_Junction_108375	J002	0.0210189535091428	173.500193733075	1.27272229838304e-39	3.4380804927468e-38	1.41751775546153	2.2023847589881	2.65443674645881	chr2R	9996621	9997702	1082	-	66	55	49	70	75	74	5.46%	4.79%	3.10%	46.36%	40.11%	37.00%	-0.367066666666667
Pka-R2	chr2R_-_9921840_9996621_9997220_9997702	3_Junction_108153_Junction_108371_Junction_108375	J003	0.0153362455279832	233.778340720613	8.94083302217467e-53	3.50057836749972e-51	2.7403602292034	2.34219523794895	-1.32662609138098	chr2R	9997220	9997702	483	-	1143	1093	1534	81	105	117	94.54%	95.21%	96.90%	53.64%	56.15%	58.50%	0.394533333333333
CG1418	chr2R_-_9964544_9964581_9964632	3_Junction_108258_Junction_108259	J001	0.00259959865024339	5.93217210037872	0.0148669058670482	0.0291075669001844	1.56598709682684	1.40731828691921	-0.544963213849729	chr2R	9964544	9964632	89	-	48	31	63	14	23	22	0.83%	0.63%	0.87%	0.41%	0.57%	0.61%	0.00246666666666667
CG1418	chr2R_-_9964544_9964581_9964632	3_Junction_108258_Junction_108259	J002	0.00197697139237213	6.15338732531987	0.0131160654222195	0.0259459463166218	3.65270878260962	3.66262764450524	0.0329569951796174	chr2R	9964581	9964632	52	-	5723	4879	7217	3438	4017	3597	99.17%	99.37%	99.13%	99.59%	99.43%	99.39%	-0.00246666666666673
ect	chr3L_-_10195971_10195995_10196206	3_Junction_108618_Junction_108619	J001	0.461363465357884	9.54928125821224	0.00200027726365726	0.00456947061041519	0.878191528423556	0.726509943438755	-0.598952824414222	chr3L	10195971	10196206	236	-	5	3	7	12	4	2	100.00%	100.00%	100.00%	63.16%	50.00%	10.00%	0.589466666666667
ect	chr3L_-_10195971_10195995_10196206	3_Junction_108618_Junction_108619	J002	0.466446888647234	9.49825027409531	0.00205667930748153	0.00468873328306623	0.00032540534511468	0.902095239230236	13.1852571919777	chr3L	10195995	10196206	212	-	0	0	0	7	4	18	0.00%	0.00%	0.00%	36.84%	50.00%	90.00%	-0.589466666666667
CG9008	chr2L_-_13775047_13775185_13775253	3_Junction_10864_Junction_10866	J001	0.0046673821398391	42.8022904000047	6.0561210850992e-11	3.50405608233694e-10	0.816651625305652	1.46328824993704	2.33632147884022	chr2L	13775047	13775253	207	-	15	9	21	12	12	9	1.91%	1.43%	2.26%	11.54%	11.76%	7.32%	-0.0834
CG9008	chr2L_-_13775047_13775185_13775253	3_Junction_10864_Junction_10866	J002	0.00263205722879658	44.1042949591474	3.11337062206128e-11	1.85002182536374e-10	2.45574978704976	2.40312025961525	-0.175484744709653	chr2L	13775185	13775253	69	-	772	622	908	92	90	114	98.09%	98.57%	97.74%	88.46%	88.24%	92.68%	0.0833999999999999
Gem3	chr3L_-_10462758_10462778_10462835	3_Junction_108842_Junction_108843	J001	0.0847878237738738	15.3233382007608	9.05903974585486e-05	0.000252961404965644	0.000291656580543769	0.890218592172539	13.2980868562032	chr3L	10462758	10462835	78	-	0	0	0	17	9	5	0.00%	0.00%	0.00%	2.69%	1.34%	0.87%	-0.0163333333333333
Gem3	chr3L_-_10462758_10462778_10462835	3_Junction_108842_Junction_108843	J002	0.0704227841545441	16.0988855218064	6.01194054505727e-05	0.000172204433215487	2.62434408044933	2.60483949266371	-0.0649506094864218	chr3L	10462778	10462835	58	-	301	239	323	615	664	571	100.00%	100.00%	100.00%	97.31%	98.66%	99.13%	0.0163333333333333
CG14151	chr3L_-_10627924_10627985_10628046	3_Junction_109235_Junction_109237	J001	0.00723475834202384	293.818760707119	7.31983581667943e-66	3.77507206660932e-64	0.550491379677379	1.93643675697163	5.06419192209129	chr3L	10627924	10628046	123	-	4	4	5	63	49	47	0.36%	0.40%	0.37%	18.37%	13.80%	13.82%	-0.149533333333333
CG14151	chr3L_-_10627924_10627985_10628046	3_Junction_109235_Junction_109237	J002	0.00587907854820417	309.265527332729	3.15664120041916e-69	1.72169926304524e-67	2.82968545558179	2.67437147315184	-0.516861623567292	chr3L	10627985	10628046	62	-	1094	986	1351	280	306	293	99.64%	99.60%	99.63%	81.63%	86.20%	86.18%	0.149533333333333
CG14151	chr3L_-_10628196_10628279_10628338	3_Junction_109238_Junction_109240	J001	0.0257358695315142	166.155211654246	5.11636732403352e-38	1.31412562808893e-36	9.23965287617541e-05	1.70764774454146	17.8425128991783	chr3L	10628196	10628338	143	-	0	0	0	25	13	23	0.00%	0.00%	0.00%	15.62%	8.28%	13.37%	-0.124233333333333
CG14151	chr3L_-_10628196_10628279_10628338	3_Junction_109238_Junction_109240	J002	0.0192986943313813	180.030792730493	4.77196245488057e-41	1.34494885075854e-39	2.55665422753827	2.54446472380738	-0.0406069572957044	chr3L	10628279	10628338	60	-	918	786	1071	135	144	149	100.00%	100.00%	100.00%	84.38%	91.72%	86.63%	0.124233333333333
CG32066	chr3L_-_10659606_10659632_10659668_10660781	3_Junction_109433_Junction_109437_Junction_109440	J001	0.0688044352458065	15.5496166729356	8.03679415435149e-05	0.000226120185434657	0.000348105910532792	0.961132578085978	13.3100773543049	chr3L	10659606	10660781	1176	-	0	0	0	7	19	20	0.00%	0.00%	0.00%	5.38%	12.10%	14.39%	-0.106233333333333
CG32066	chr3L_-_10659606_10659632_10659668_10660781	3_Junction_109433_Junction_109437_Junction_109440	J002	0.0162515676705315	6.24850138246015	0.0124298425068089	0.0247018709579812	0.000348095512461037	0.585098514546101	11.7937327142566	chr3L	10659632	10660781	1150	-	0	0	0	7	6	3	0.00%	0.00%	0.00%	5.38%	3.82%	2.16%	-0.0378666666666667
CG32066	chr3L_-_10659606_10659632_10659668_10660781	3_Junction_109433_Junction_109437_Junction_109440	J003	0.00508163045208366	28.7547474661761	8.21482991549272e-08	3.40089251679848e-07	1.82778967821941	1.81793964011176	-0.0332206383548819	chr3L	10659668	10660781	1114	-	43	29	40	116	132	116	100.00%	100.00%	100.00%	89.23%	84.08%	83.45%	0.144133333333333
OXA1L	chr3L_-_10885790_10885849_10885900	3_Junction_109747_Junction_109748	J001	0.0225824799683908	33.2406819313731	8.14290119074238e-09	3.7804835825162e-08	3.1304267905612	3.12431073636369	-0.0203322565002519	chr3L	10885790	10885900	111	-	1466	1324	1985	1105	1232	1245	100.00%	100.00%	100.00%	99.19%	99.19%	99.68%	0.00646666666666662
OXA1L	chr3L_-_10885790_10885849_10885900	3_Junction_109747_Junction_109748	J002	0.0338111755851332	31.4111097460421	2.08782835616868e-08	9.26237521542163e-08	0.000191940619475657	0.978482303010094	14.2337584359121	chr3L	10885849	10885900	52	-	0	0	0	9	10	4	0.00%	0.00%	0.00%	0.81%	0.81%	0.32%	-0.00646666666666667
Sod1	chr3L_-_11109266_11112848_11113572	3_Junction_110310_Junction_110342	J001	0.0789377144203134	12.7747834511378	0.0003513232857562	0.000901765695201122	0.000590158527614298	0.764928160341408	11.7914289291305	chr3L	11109266	11113572	4307	-	0	0	0	2	10	8	0.00%	0.00%	0.00%	0.06%	0.24%	0.24%	-0.0018
Sod1	chr3L_-_11109266_11112848_11113572	3_Junction_110310_Junction_110342	J002	0.0581119905939908	13.6444312112506	0.000220895495131868	0.000583885025414707	3.42783492259802	3.41113890717176	-0.0554840834151005	chr3L	11112848	11113572	725	-	2096	1710	2356	3275	4083	3284	100.00%	100.00%	100.00%	99.94%	99.76%	99.76%	0.00180000000000002
Ir68a	chr3L_-_11199392_11234758_11234846	3_Junction_110675_Junction_110843	J001	0.0117866577002165	11.795860553688	0.000593625654201986	0.00147296010185672	0.000493941429498588	0.880951134052403	12.5022895734118	chr3L	11199392	11234846	35455	-	0	0	0	12	20	7	0.00%	0.00%	0.00%	75.00%	62.50%	58.33%	-0.652766666666667
Ir68a	chr3L_-_11199392_11234758_11234846	3_Junction_110675_Junction_110843	J002	0.0129325972408818	11.7691641444794	0.00060220013353128	0.00149283775889378	0.727976715745406	0.658535157957052	-0.289426053673288	chr3L	11234758	11234846	89	-	4	2	1	4	12	5	100.00%	100.00%	100.00%	25.00%	37.50%	41.67%	0.652766666666667
Duba	chr3L_-_11607070_11607083_11607142	3_Junction_111435_Junction_111436	J001	0.00363981463856251	216.299494306334	5.80214739407766e-49	2.07260528036536e-47	0.505407013210424	1.79336595167129	4.79528143975482	chr3L	11607070	11607142	73	-	1	6	3	38	51	39	0.03%	0.20%	0.06%	2.54%	3.06%	2.42%	-0.0257666666666667
Duba	chr3L_-_11607070_11607083_11607142	3_Junction_111435_Junction_111436	J002	0.00253179153264877	225.463669388402	5.81678096950017e-51	2.18017278653543e-49	3.39455986254006	3.3470486294	-0.157896164403949	chr3L	11607083	11607142	60	-	3558	2926	4886	1457	1617	1571	99.97%	99.80%	99.94%	97.46%	96.94%	97.58%	0.0257666666666667
CG32085	chr3L_-_11654113_11668605_11674266	3_Junction_111662_Junction_111676	J001	0.00578840813198449	167.868025377058	2.16186136330079e-38	5.62335516507753e-37	0.118865665514674	1.66809498745659	7.17738399607194	chr3L	11654113	11674266	20154	-	1	0	0	40	51	45	0.96%	0.00%	0.00%	37.04%	45.95%	44.55%	-0.421933333333333
CG32085	chr3L_-_11654113_11668605_11674266	3_Junction_111662_Junction_111676	J002	0.00454812278784953	172.608813375787	1.99250935276982e-39	5.3461432491497e-38	1.94165676770046	1.7975992948955	-0.485129284728377	chr3L	11668605	11674266	5662	-	103	64	109	68	60	56	99.04%	100.00%	100.00%	62.96%	54.05%	55.45%	0.421933333333333
Pi3K68D	chr3L_-_11776476_11776526_11780676	3_Junction_111951_Junction_111953	J001	0.0145872119891889	29.0850698223308	6.92687517944061e-08	2.8958431099953e-07	0.000279760778264355	0.911898772624612	13.4405488437637	chr3L	11776476	11780676	4201	-	0	0	0	6	4	9	0.00%	0.00%	0.00%	3.11%	1.54%	3.32%	-0.0265666666666667
Pi3K68D	chr3L_-_11776476_11776526_11780676	3_Junction_111951_Junction_111953	J002	0.00534305828505818	30.4024234363298	3.51089266389074e-08	1.51563774311064e-07	2.42716278704108	2.42467096847967	-0.00830880386454069	chr3L	11776526	11780676	4151	-	307	250	401	187	255	262	100.00%	100.00%	100.00%	96.89%	98.46%	96.68%	0.0265666666666668
Pi3K68D	chr3L_-_11785115_11786639_11787056	3_Junction_111988_Junction_112000	J001	0.00582887020756393	13.8504705004509	0.000197947168972388	0.000526945662272816	2.30886115955924	2.35037273397731	0.138547320919329	chr3L	11785115	11787056	1942	-	220	203	338	191	196	181	93.62%	89.82%	93.11%	96.46%	96.55%	98.37%	-0.0494333333333332
Pi3K68D	chr3L_-_11785115_11786639_11787056	3_Junction_111988_Junction_112000	J002	0.0079742016296068	13.3198641177232	0.000262609207265352	0.000687011732951949	1.25330913367971	0.88464905880738	-1.34342821890751	chr3L	11786639	11787056	418	-	15	23	25	7	7	3	6.38%	10.18%	6.89%	3.54%	3.45%	1.63%	0.0494333333333333
viaf	chr3L_-_11992869_11992989_11993037	3_Junction_112454_Junction_112457	J001	0.00365250977589313	14.9408184831018	0.000110936601490679	0.000306183736001976	2.3343214389244	2.33230075218582	-0.00674387999729742	chr3L	11992869	11993037	169	-	137	129	192	282	356	319	100.00%	100.00%	100.00%	97.92%	98.07%	97.55%	0.0215333333333332
viaf	chr3L_-_11992869_11992989_11993037	3_Junction_112454_Junction_112457	J002	0.00940420413045685	14.618501547423	0.000131616027572747	0.000359376187969604	0.000401267734818558	0.755830081656834	12.3117065806373	chr3L	11992989	11993037	49	-	0	0	0	6	7	8	0.00%	0.00%	0.00%	2.08%	1.93%	2.45%	-0.0215333333333333
rols	chr3L_-_12055698_12055708_12056228	3_Junction_112594_Junction_112599	J001	0.011685342121473	145.185479282685	1.95618871437504e-33	4.25384073922101e-32	0.689185359625078	0.479352612948289	-0.948150030954885	chr3L	12055698	12056228	531	-	24	15	36	1	0	0	100.00%	100.00%	100.00%	6.25%	0.00%	0.00%	0.979166666666667
rols	chr3L_-_12055698_12055708_12056228	3_Junction_112594_Junction_112599	J002	0.0153062230793005	141.695620993573	1.13353776872508e-32	2.40178387655338e-31	7.83743010596814e-05	2.00791686122574	19.0917942329128	chr3L	12055708	12056228	521	-	0	0	0	15	16	19	0.00%	0.00%	0.00%	93.75%	100.00%	100.00%	-0.979166666666667
yps	chr3L_-_12072071_12122154_12122674	3_Junction_112648_Junction_112751	J001	0.0182890576790153	101.096959908754	8.75892206952684e-24	1.24809405075178e-22	0.000360554244801203	1.49037796666827	15.1371563389405	chr3L	12072071	12122674	50604	-	0	0	0	16	33	30	0.00%	0.00%	0.00%	0.78%	1.32%	1.36%	-0.0115333333333333
yps	chr3L_-_12072071_12122154_12122674	3_Junction_112648_Junction_112751	J002	0.0146589396679254	106.345188031671	6.19476702127692e-25	9.34269606928064e-24	3.4142522587142	3.4034756550114	-0.0358130723622825	chr3L	12122154	12122674	521	-	3112	2388	3951	2030	2464	2175	100.00%	100.00%	100.00%	99.22%	98.68%	98.64%	0.0115333333333332
ND-SGDH	chr3L_-_12137896_12137944_12138014	3_Junction_112812_Junction_112813	J001	0.00863764113039521	52.7605205308835	3.76799594984614e-13	2.67698551208615e-12	0.000162555253555087	1.13285601114387	15.0361608151107	chr3L	12137896	12138014	119	-	0	0	0	14	9	9	0.00%	0.00%	0.00%	1.37%	0.83%	0.93%	-0.0104333333333333
ND-SGDH	chr3L_-_12137896_12137944_12138014	3_Junction_112812_Junction_112813	J002	0.00323160937264536	55.1013546002465	1.14471987001156e-13	8.51628723262268e-13	3.07856732888952	3.07730556957668	-0.00419497956208836	chr3L	12137944	12138014	71	-	1433	1251	1788	1010	1071	956	100.00%	100.00%	100.00%	98.63%	99.17%	99.07%	0.0104333333333334
eIF3l	chr3L_-_12143648_12143685_12143743	3_Junction_112878_Junction_112879	J001	0.0148435412900514	13.3316877707627	0.000260958535405547	0.000682880721209768	0.000238609459959942	0.693607762920521	12.8071095213047	chr3L	12143648	12143743	96	-	0	0	0	6	3	6	0.00%	0.00%	0.00%	0.42%	0.19%	0.40%	-0.00336666666666667
eIF3l	chr3L_-_12143648_12143685_12143743	3_Junction_112878_Junction_112879	J002	0.00373572590818622	13.8091821304918	0.000202344911115093	0.000537903485548991	3.06819149052356	3.06736911157048	-0.00273422287522074	chr3L	12143685	12143743	59	-	928	833	1150	1407	1554	1484	100.00%	100.00%	100.00%	99.58%	99.81%	99.60%	0.00336666666666663
Tsen54	chr3L_-_12205884_12205891_12205942	3_Junction_113102_Junction_113103	J001	0.0999201105599546	31.7049692458362	1.79462421715097e-08	8.0208097157915e-08	0.258689012130376	1.1637924006856	4.06005234322379	chr3L	12205884	12205942	59	-	0	1	2	6	8	21	0.00%	0.60%	1.00%	9.23%	10.26%	23.60%	-0.1383
Tsen54	chr3L_-_12205884_12205891_12205942	3_Junction_113102_Junction_113103	J002	0.0887333546862056	33.6650482684953	6.54664638086321e-09	3.07269911693125e-08	2.1827388841508	1.88641505029585	-0.993725705677647	chr3L	12205891	12205942	52	-	184	167	198	59	70	68	100.00%	99.40%	99.00%	90.77%	89.74%	76.40%	0.1383
Ncc69	chr3L_-_12369284_12373720_12373783	3_Junction_113380_Junction_113416	J001	0.0172176361947008	26.8198511454448	2.23331395905472e-07	8.77958969658728e-07	0.000275410798847527	0.856878910270106	13.2529335649437	chr3L	12369284	12373783	4500	-	0	0	0	5	5	3	0.00%	0.00%	0.00%	7.46%	5.26%	3.37%	-0.0536333333333333
Ncc69	chr3L_-_12369284_12373720_12373783	3_Junction_113380_Junction_113416	J002	0.00467533130186775	27.9887017109805	1.22025833110094e-07	4.95135963130708e-07	2.06131617489435	2.05798133254555	-0.0111755201996182	chr3L	12373720	12373783	64	-	185	129	204	62	90	86	100.00%	100.00%	100.00%	92.54%	94.74%	96.63%	0.0536333333333334
Klp61F	chr3L_-_1241446_1241991_1242074	3_Junction_113562_Junction_113572	J001	0.0152618764031371	6.88282097287271	0.00870280988800625	0.017792146014715	0.000617631860117345	0.555125962991631	10.8297819508034	chr3L	1241446	1242074	629	-	0	0	0	5	6	2	0.00%	0.00%	0.00%	2.78%	2.86%	1.45%	-0.0236333333333333
Klp61F	chr3L_-_1241446_1241991_1242074	3_Junction_113562_Junction_113572	J002	0.00455794913893863	7.07025130180463	0.00783742620706568	0.0161626791819245	2.01784509851747	2.01504836834001	-0.00938085919574139	chr3L	1241991	1242074	84	-	62	63	70	175	204	136	100.00%	100.00%	100.00%	97.22%	97.14%	98.55%	0.0236333333333333
CG10660	chr3L_-_12478131_12487447_12488081	3_Junction_113681_Junction_113707	J001	0.0207529591669749	60.4478343993573	7.55544416240382e-15	6.18087868052459e-14	0.00015244788746273	1.2025791603898	15.3773187454548	chr3L	12478131	12488081	9951	-	0	0	0	12	13	6	0.00%	0.00%	0.00%	3.88%	3.59%	1.80%	-0.0309
CG10660	chr3L_-_12478131_12487447_12488081	3_Junction_113681_Junction_113707	J002	0.0128330615897282	64.1390168715623	1.15942544698477e-15	1.01264982995988e-14	2.6775179698566	2.67252317361548	-0.0166274945189659	chr3L	12487447	12488081	635	-	650	616	921	297	349	327	100.00%	100.00%	100.00%	96.12%	96.41%	98.20%	0.0308999999999999
CG10660	chr3L_-_12488753_12488774_12488826	3_Junction_113715_Junction_113716	J001	0.00112624270092584	137.17885053231	1.10198934445349e-31	2.23648350037481e-30	1.93738215590405	2.26932296339848	1.11166422829517	chr3L	12488753	12488826	74	-	103	93	134	152	162	142	14.45%	16.64%	15.37%	36.45%	34.99%	32.57%	-0.191833333333333
CG10660	chr3L_-_12488753_12488774_12488826	3_Junction_113715_Junction_113716	J002	0.0010309115861878	139.354174417046	3.68504780270351e-32	7.63722553738918e-31	2.67260543944797	2.54379973098818	-0.428944501094183	chr3L	12488774	12488826	53	-	610	466	738	265	301	294	85.55%	83.36%	84.63%	63.55%	65.01%	67.43%	0.191833333333333
CG10660	chr3L_-_12488917_12488960_12489010	3_Junction_113717_Junction_113718	J001	0.054695695335728	4.99298058102569	0.0254503347444611	0.0475317444698778	0.596295369119561	0.907403559195553	1.26434706825351	chr3L	12488917	12489010	94	-	7	1	3	4	5	9	0.97%	0.18%	0.34%	0.99%	1.14%	2.11%	-0.00916666666666667
CG10660	chr3L_-_12488917_12488960_12489010	3_Junction_113717_Junction_113718	J002	0.0453534888972295	5.29166182943159	0.021427762887498	0.0406241829519488	2.75800046973134	2.69241173809895	-0.218292433738736	chr3L	12488960	12489010	51	-	718	548	882	399	434	417	99.03%	99.82%	99.66%	99.01%	98.86%	97.89%	0.00916666666666677
sti	chr3L_-_12511782_12511803_12512033	3_Junction_113865_Junction_113866	J001	0.0837466315426365	33.7499903878089	6.26693534358923e-09	2.94760442514137e-08	0.000428671895685838	1.15755041110144	13.7251339039598	chr3L	12511782	12512033	252	-	0	0	0	8	23	10	0.00%	0.00%	0.00%	7.92%	15.65%	6.25%	-0.0994
sti	chr3L_-_12511782_12511803_12512033	3_Junction_113865_Junction_113866	J002	0.0728371306939265	35.4840112040939	2.57152753537852e-09	1.25839923147389e-08	2.12558981880046	2.08792571687477	-0.126103965899393	chr3L	12511803	12512033	231	-	129	100	195	93	124	150	100.00%	100.00%	100.00%	92.08%	84.35%	93.75%	0.0993999999999999
eIF2beta	chr3L_-_12526355_12526358_12526385_12526587	3_Junction_113959_Junction_113960_Junction_113962	J001	0.352788168635183	4.52688500257908	0.0333662989874646	0.0607078149628344	0.000646761399116644	0.556936855531074	10.7715785275268	chr3L	12526355	12526587	233	-	0	0	0	5	6	0	0.00%	0.00%	0.00%	0.28%	0.29%	0.00%	-0.0019
