Gene	AS_event_ID	chromosome	strand	Composite_coordinates	pvalue	qvalue	deltaPSI_control-KD
CG14346	chr2L_+_1368109_1368125_1368152_1368166_1368213	chr2L	+	1368109;1368125;1368152;1368166;1368213	9.21756176757099e-13	6.32167428914562e-12	0.204233333333333;-0.204233333333333;0.0238666666666667;0.0506333333333333;-0.0745333333333332
CG14346	chr2L_+_1368274_1368313_1368351_1368364_1368376_1368479_1368528_1368564	chr2L	+	1368274;1368313;1368351;1368364;1368376;1368479;1368528;1368564	2.40661943397613e-48	8.43874026231276e-47	-0.00843333333333333;0.0084333333333334;-0.0578;0.0578000000000002;0.003;0.0540333333333334;0.0042;-0.0612333333333333;0.0549333333333332;-0.0549333333333333
RpL31	chr2R_+_9581417_9581484_9587228_9587283_9587338_9587445	chr2R	+	9581417;9581484;9587228;9587283;9587338;9587445	8.2705971889217e-06	2.66702291499131e-05	-0.00126666666666667;-0.00336666666666652;-0.00153333333333333;0.00613333333333333;0.0919;-0.0919
CG12929	chr2R_-_9584242_9584762_9586228_9586231_9586288	chr2R	-	9584242;9584762;9586228;9586231;9586288	1.74978705767257e-15	1.50620659217129e-14	-0.0574;0.009;0.0484333333333333;0.952366666666667;-0.952366666666667
CG1902	chr2R_+_9593725_9594159_9598580_9603867_9604180_9604243_9606127	chr2R	+	9593725;9594159;9598580;9603867;9604180;9604243;9606127	1.84258328809589e-07	7.31693828318069e-07	0.0634666666666667;-0.0634666666666664;0.0251666666666667;-0.0251666666666666;-0.0044;0.00439999999999996;-Inf;-Inf;0.107333333333333;-0.0528333333333335;-0.0287;-0.0257666666666667
sqa	chr2R_-_9615503_9637572_9667363_9667774_9682781_9689201_9689919_9689980_9691703_9692280_9717900_9719051_9719230_9719294_9719464_9719971_9720660_9720765_9721018_9721257_9723538_9723919_9744862_9748524_9753891_9754337_9756287_9756823_9756898_9756921_9757087_9757212_9757284_9757746_9757813	chr2R	-	9615503;9637572;9667363;9667774;9682781;9689201;9689919;9689980;9691703;9692280;9717900;9719051;9719230;9719294;9719464;9719971;9720660;9720765;9721018;9721257;9723538;9723919;9744862;9748524;9753891;9754337;9756287;9756823;9756898;9756921;9757087;9757212;9757284;9757746;9757813	0	0	-0.0197666666666667;-0.0598;-0.0419333333333333;-0.0105666666666667;-0.0114;-0.161233333333333;0.304666666666667;-0.0036;0.00360000000000016;-0.0971;-0.160933333333333;0.258;-0.0221;0.0220999999999999;-0.00496666666666667;-0.0043;-0.00493333333333333;-0.0836333333333333;-0.0258333333333333;-0.00393333333333333;-0.0236333333333333;-0.0109333333333333;-0.152366666666667;-0.00773333333333333;-0.0032;0.3255;-0.0442333333333333;0.0442333333333333;Inf;Inf;Inf;Inf;Inf;-0.078;0.155966666666667;-0.0779333333333333;0.8517;-0.0769666666666667;-0.0888666666666667;-0.233866666666667;-0.0680333333333333;-0.252766666666667;-0.1312;0.0384333333333332;-0.0185666666666667;-0.00593333333333333;-0.00843333333333333;-0.0055;0.0246666666666665;-0.0246666666666667;-0.0279333333333333;0.0450666666666666;-0.0171333333333333;0.209533333333333;-0.176033333333333;-0.0335333333333333;0.705966666666667;-0.0949666666666667;-0.0153333333333333;-0.595733333333333;0.8823;-0.0547;-0.827566666666667;Inf;Inf;0.00696666666666657;-0.00696666666666667
PCB	chr2R_-_9829859_9833477_9833507_9836441_9853205_9853681_9853730_9854509_9856020_9856082_9856210_9860368_9861449_9877237_9877299	chr2R	-	9829859;9833477;9833507;9836441;9853205;9853681;9853730;9854509;9856020;9856082;9856210;9860368;9861449;9877237;9877299	5.17151086588042e-72	2.9977999615734e-70	-0.0277333333333333;-0.127466666666667;0.1552;-0.0238666666666667;-0.248833333333333;0.2727;-0.00746666666666667;-0.00496666666666667;-0.0113333333333333;0.0237666666666666;0.0373;-0.0373;0.144533333333333;0.0609333333333333;0.271333333333333;-0.184933333333333;-0.114166666666667;-0.1777;-0.0021;0.366866666666667;-0.141466666666667;-0.204666666666667;-0.0186333333333333;-0.0131666666666667;0.0611333333333333;-0.0478666666666667
Sec24AB	chr2R_-_9881216_9881465_9881864_9881878_9882181_9882183_9883494_9883543_9884002_9884083_9884206_9884620	chr2R	-	9881216;9881465;9881864;9881878;9882181;9882183;9883494;9883543;9884002;9884083;9884206;9884620	1.73965993363035e-28	3.08290237513801e-27	-0.986666666666667;0.986666666666667;-0.0344;-0.150466666666667;0.184866666666667;0.00696666666666667;0.00476666666666667;0.0611;-0.0529666666666667;-0.00486666666666667;-0.0104333333333333;-0.00453333333333333;0.156333333333333;-0.156333333333333
CG1513	chr2R_-_9885980_9886198_9886929_9887409_9888735	chr2R	-	9885980;9886198;9886929;9887409;9888735	5.75599450559896e-38	1.47444153616653e-36	-0.164233333333333;0.164233333333333;0.6391;-0.536433333333334;-0.102666666666667
tea	chr2R_+_9888085_9889286_9890686_9890743_9891882_9892047_9892100_9896104_9896166_9911282_9911392	chr2R	+	9888085;9889286;9890686;9890743;9891882;9892047;9892100;9896104;9896166;9911282;9911392	2.97880880018893e-59	1.33050359722207e-57	-0.086;-0.0723;-0.171866666666667;0.0348333333333333;0.295366666666667;-0.0411666666666667;-0.383333333333333;0.424433333333333;0.578566666666667;-0.422533333333333;-0.156;0.231166666666667;-0.231166666666667
Mef2	chr2R_-_9901154_9903163_9916891_9916912_9917455_9917531_9917936	chr2R	-	9901154;9903163;9916891;9916912;9917455;9917531;9917936	1.03105999747846e-12	7.03757478431578e-12	-0.248733333333333;0.342266666666667;-0.00416666666666664;-0.0893666666666666;0.7159;-0.7159;-0.1825;0.1825
TM9SF4	chr2L_+_13747109_13753394_13755905_13770903_13771043	chr2L	+	13747109;13753394;13755905;13770903;13771043	3.37918319068518e-66	1.7503239101817e-64	-0.1578;0.1578;0.347433333333333;0.505366666666667;-0.852733333333333
Mef2	chr2R_-_9918848_9918962_9919062_9919427_9919445_9920722_9921608	chr2R	-	9918848;9918962;9919062;9919427;9919445;9920722;9921608	4.34271717803702e-14	3.34997568402182e-13	0.334666666666667;-0.334666666666667;-0.0566;0.0566000000000001;-0.2914;0.360633333333333;-0.0692333333333333;0.0379333333333333;-0.0379333333333333
Mef2	chr2R_-_9922003_9928898_9934317_9934377_9940743_9940953_9958122	chr2R	-	9922003;9928898;9934317;9934377;9940743;9940953;9958122	0.00485588041403928	0.010387751776457	0.1875;-0.1875;-0.0938333333333334;0.142066666666667;-0.0482333333333333;-0.140433333333333;0.107866666666667;0.0649333333333333;-0.0324;-0.1712;0.1712
Pka-R2	chr2R_-_9998562_9998705_9998802_9999423_9999915_10000308_10005155_10005377_10024049	chr2R	-	9998562;9998705;9998802;9999423;9999915;10000308;10005155;10005377;10024049	1.57467352746634e-50	5.83775831908382e-49	-0.0962;0.0962000000000001;-0.0318333333333333;0.0318333333333334;0.0818333333333333;-0.0818333333333333;-0.0768;0.1076;-0.0308333333333333;0.0057;0.0481999999999999;-0.0539
trio	chr3L_-_999682_1000376_1003394_1003821_1007215_1009320_1009739_1018560_1024202	chr3L	-	999682;1000376;1003394;1003821;1007215;1009320;1009739;1018560;1024202	3.85320590708352e-18	3.97358213718011e-17	0.0487000000000001;-0.0487;-0.101566666666667;0.1258;-0.0242;-0.100566666666667;0.1976;-0.0969666666666667;0.0267;-0.0266999999999998;0.0773333333333333;-0.0311666666666667;-0.0274;-0.0187666666666667
dpr10	chr3L_-_10151103_10151346_10151609_10153421_10153611	chr3L	-	10151103;10151346;10151609;10153421;10153611	6.39538500884166e-06	2.09428071988858e-05	0.0478999999999999;-0.0479000000000001;0.6765;0.149066666666667;-0.8256
trio	chr3L_-_1029623_1033648_1033934_1034065_1034496_1034761	chr3L	-	1029623;1033648;1033934;1034065;1034496;1034761	5.56051820683512e-14	4.24747705025714e-13	-0.2321;0.0693;0.1628;0.1361;-0.1361;0.333433333333333;-0.333433333333333
CG9008	chr2L_-_13776156_13776530_13776635_13777769_13777822_13779643_13785444_13808780	chr2L	-	13776156;13776530;13776635;13777769;13777822;13779643;13785444;13808780	1.9205858413642e-48	6.7626554961587e-47	-0.0527666666666667;0.00963333333333333;0.0431333333333333;-0.0881;0.0881000000000001;Inf;Inf;0.1544;-0.0627666666666667;-0.0376;-0.0540333333333333;0.0437666666666666;-0.0437666666666667
Rbfox1	chr3L_+_10465410_10466165_10466183_10466378_10466534_10468629_10491096_10491164_10491199_10491203_10492642_10499880_10506068_10506563_10507862_10518306_10568127_10568605_10571246_10573448	chr3L	+	10465410;10466165;10466183;10466378;10466534;10468629;10491096;10491164;10491199;10491203;10492642;10499880;10506068;10506563;10507862;10518306;10568127;10568605;10571246;10573448	0	0	Inf;Inf;Inf;Inf;Inf;Inf;-0.111466666666667;-0.178166666666667;-0.5615;0.168166666666667;0.682966666666667;-0.0266;-0.154266666666667;-0.0306;-0.0966;-0.118;0.4261;0.00536666666666667;0.803666666666667;-0.355333333333333;-0.0606666666666667;-0.0137666666666667;-0.0383333333333333;-0.3094;-0.0236333333333333;-0.0079;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf
Rbfox1	chr3L_+_10574488_10575317_10576475_10580307_10580329_10581840_10582118_10584814_10585539_10587625_10638494_10638552_10638564_10638700_10639213_10641981_10642004_10642047_10642053_10664168_10664226_10665370_10685008_10689212_10746904_10829011_10835745_10858459_10858686_10869945_10870039	chr3L	+	10574488;10575317;10576475;10580307;10580329;10581840;10582118;10584814;10585539;10587625;10638494;10638552;10638564;10638700;10639213;10641981;10642004;10642047;10642053;10664168;10664226;10665370;10685008;10689212;10746904;10829011;10835745;10858459;10858686;10869945;10870039	1.3244459447779e-99	1.11656178340427e-97	-0.239666666666667;0.239666666666667;-0.108133333333333;-0.448266666666667;-0.0523333333333333;0.6087;-0.216766666666667;-0.0631666666666667;-0.0566666666666667;-0.0707;0.4073;-0.0492;-0.0463666666666667;-0.0856333333333333;0.361833333333333;-0.2745;0.0575666666666667;0.0361666666666667;-0.225333333333333;0.225333333333333;-0.100366666666667;0.100366666666667;0.367466666666667;-0.1476;-0.0668666666666667;-0.106466666666667;-0.0245333333333333;-0.022;0.0617333333333333;-0.0617333333333333;0.227933333333333;0.129633333333333;-0.357533333333333;0.0130333333333333;0.184166666666667;-0.1972;0.037;-0.0133;-0.0167333333333333;-0.00693333333333333;-0.00873333333333337;0.00873333333333334;0.0388333333333333;-0.0388333333333333
Rbfox1	chr3L_+_10587687_10587841_10589354_10589516_10590118_10590123_10590325_10646712_10661458	chr3L	+	10587687;10587841;10589354;10589516;10590118;10590123;10590325;10646712;10661458	9.29284027994577e-65	4.68123556975409e-63	0.0766666666666667;-0.0766666666666668;-0.0109;0.379766666666667;-0.244933333333333;-0.504266666666667;0.477233333333333;-0.0341333333333333;-0.0628
CG42536	chr3L_-_10628967_10628975_10629004_10629305_10629309_10629358_10629458_10629510_10629550_10629657_10629659_10629716_10629801_10629863_10630641_10630701	chr3L	-	10628967;10628975;10629004;10629305;10629309;10629358;10629458;10629510;10629550;10629657;10629659;10629716;10629801;10629863;10630641;10630701	4.48413760677825e-183	9.24378476334471e-181	-0.175966666666667;-0.0181;-0.379433333333333;0.0160333333333333;0.557533333333333;-0.0115666666666667;-0.027;0.0385666666666666;-0.0552;-0.0146333333333333;-0.239766666666667;-0.0131666666666667;-0.0959;-0.00793333333333333;-0.4046;0.831133333333333;-0.0218666666666667;0.0218666666666667;0.00123333333333333;-0.00123333333333331;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;Inf;0.0178000000000001;-0.0178;0.6508;-0.6508;0.6914;-0.6914
simj	chr3L_+_10686261_10686900_10687050_10687074_10687162_10687212_10687236	chr3L	+	10686261;10686900;10687050;10687074;10687162;10687212;10687236	1.19831317453045e-60	5.52839329251934e-59	0.0898666666666668;-0.0898666666666667;-0.0829;0.0829000000000001;-0.436633333333333;0.738866666666667;-0.302233333333333;0.00433333333333333;-0.00433333333333319
ND-13B	chr3L_-_10693506_10693704_10693860_10693867_10693995	chr3L	-	10693506;10693704;10693860;10693867;10693995	0.000256965489901441	0.000673010230800741	-0.00296666666666667;0.00116666666666667;0.0017999999999998;0.00280000000000014;-0.0028
klu	chr3L_-_10985072_10985502_10996225_10996277_11037244_11037394	chr3L	-	10985072;10985502;10996225;10996277;11037244;11037394	3.45013480616487e-09	1.66663319121141e-08	-0.0299333333333333;-0.0262333333333333;0.0561333333333335;0.4351;-0.208433333333333;-0.226666666666667
CG32079	chr3L_+_11025643_11025696_11025751_11025812_11026616_11026663	chr3L	+	11025643;11025696;11025751;11025812;11026616;11026663	2.33494014479146e-37	5.83894208834898e-36	-0.4894;-0.478266666666667;0.967666666666667;0.373433333333333;-0.373433333333333;0.9149;-0.9149
JIL-1	chr3L_-_11064461_11064519_11083485_11085198_11085427_11085708_11090896	chr3L	-	11064461;11064519;11083485;11085198;11085427;11085708;11090896	1.17335954988867e-10	6.60861819004262e-10	-0.0100333333333333;-0.0377;0.0477333333333333;-0.0117;0.0117;0.0954;-0.0954;0.0121999999999999;-0.0122
JIL-1	chr3L_-_11091772_11091872_11092270_11092642_11092658_11093168_11093371_11093494_11093637	chr3L	-	11091772;11091872;11092270;11092642;11092658;11093168;11093371;11093494;11093637	5.1702574090221e-22	6.70483779880654e-21	-0.379033333333333;0.379033333333333;0.022;0.284433333333333;0.0601333333333333;-0.343133333333333;0.0947;-0.00836666666666666;-0.1097
CG7638	chr3L_+_11111119_11111186_11111362_11111423_11111515	chr3L	+	11111119;11111186;11111362;11111423;11111515	3.36807268401803e-44	1.04161251722083e-42	-0.0937666666666666;0.0937666666666667;Inf;Inf;0.205366666666667;-0.0844333333333333;-0.1209;0.0150666666666667;-0.0150666666666667
NaPi-III	chr3L_+_11123466_11128690_11128744_11128810_11128927_11129692	chr3L	+	11123466;11128690;11128744;11128810;11128927;11129692	4.3840561594264e-13	3.09604876424536e-12	Inf;Inf;0.432433333333333;-0.2243;-0.208133333333333;0.303633333333333;-0.303633333333333
wls	chr3L_-_11167588_11167608_11167817_11167914_11168135	chr3L	-	11167588;11167608;11167817;11167914;11168135	3.71342823466758e-21	4.59287539521469e-20	-0.133866666666667;0.167033333333333;-0.0331333333333333;-0.0302666666666667;0.0302666666666669
Plod	chr3L_-_11203672_11204903_11210090_11210152_11228926_11228982	chr3L	-	11203672;11204903;11210090;11210152;11228926;11228982	4.7090627018985e-32	9.71305286021349e-31	Inf;Inf;Inf;0.196433333333333;-0.196433333333333;0.1105;-0.1105
CG42671	chr3L_+_11214574_11215810_11215951_11216584_11216626_11216634	chr3L	+	11214574;11215810;11215951;11216584;11216626;11216634	5.51976598035667e-07	2.0667376801637e-06	-0.0052666666666667;0.0391333333333334;-0.0338666666666667;0.431566666666667;-0.1757;-0.2559
Fum3	chr3L_-_11444964_11463799_11464011_11464027_11464081_11465308_11465669_11468806_11469466_11514822_11515003_11519014_11519077	chr3L	-	11444964;11463799;11464011;11464027;11464081;11465308;11465669;11468806;11469466;11514822;11515003;11519014;11519077	2.11506787143527e-47	7.19424797810308e-46	-0.0022;-0.00416666666666667;0.00636666666666685;Inf;Inf;Inf;Inf;-0.0449666666666667;-0.329433333333333;0.374366666666667;Inf;Inf;Inf;0.7477;-0.7477;Inf;Inf
Mob2	chr3L_-_11520212_11520292_11520435_11520507_11520583_11525676_11526579_11527180	chr3L	-	11520212;11520292;11520435;11520507;11520583;11525676;11526579;11527180	1.36522002368252e-20	1.63142196348242e-19	-0.0103333333333333;-0.0158666666666667;0.0262666666666667;0.0307333333333334;-0.0307333333333333;0.0464333333333332;-0.00523333333333333;-0.0411666666666667;0.0511;-0.0511000000000001
CG11714	chr3L_-_11520908_11522470_11522506_11522556_11522572	chr3L	-	11520908;11522470;11522506;11522556;11522572	5.88990625665413e-198	1.34821367792315e-195	-0.0403;-0.4665;0.506733333333333;0.0114666666666665;-0.0114666666666667
Duba	chr3L_-_11527342_11527453_11541776_11554117_11554118_11554286_11561892_11583168_11583216_11583227_11583266_11585851_11585941_11586505_11606198_11606255_11608903_11608991_11609061_11609099_11609188_11609284_11620665_11620921_11621103_11621212	chr3L	-	11527342;11527453;11541776;11554117;11554118;11554286;11561892;11583168;11583216;11583227;11583266;11585851;11585941;11586505;11606198;11606255;11608903;11608991;11609061;11609099;11609188;11609284;11620665;11620921;11621103;11621212	5.2739751315236e-107	4.91221339984565e-105	-0.0505333333333333;0.0577;-0.0072;-0.0553666666666667;-0.0675;0.00870000000000004;0.114233333333333;-0.00413333333333333;-0.0073;-0.0125666666666667;-0.0115;0.0355333333333332;-0.00686666666666667;-0.0277666666666667;0.0346333333333333;-0.0243333333333333;-0.0652333333333333;-0.0193666666666667;-0.0310333333333333;0.139933333333333;0.0724333333333333;0.0327333333333333;-0.0083;-0.0789999999999998;-0.0122;-0.00566666666666667;0.121633333333333;-0.121633333333333;Inf;Inf;Inf;Inf;0.0214666666666666;-0.0214666666666667
CenG1A	chr2L_+_13836432_13846719_13848250_13872105_13879706_13891298	chr2L	+	13836432;13846719;13848250;13872105;13879706;13891298	4.5548311032568e-14	3.50679343965306e-13	-0.221566666666666;0.221566666666667;0.0259333333333333;0.0154333333333333;0.0965666666666667;-0.137866666666666
Akr1B	chr3L_-_11622175_11623546_11623631_11624112_11624198_11624260_11624263_11624780_11624849_11625759_11625824_11625873_11625914_11643878_11643882_11651267_11653916	chr3L	-	11622175;11623546;11623631;11624112;11624198;11624260;11624263;11624780;11624849;11625759;11625824;11625873;11625914;11643878;11643882;11651267;11653916	0	0	0.114166666666667;-0.114166666666667;-0.1663;0.1663;-0.0647666666666667;0.0647666666666668;-0.0145;0.0497333333333334;-0.0170666666666667;-0.0182333333333333;-0.0648666666666667;-0.0294333333333333;-0.0892333333333333;0.183533333333333;-0.5564;0.6407;-0.0138666666666667;-0.0374333333333333;-0.0117333333333333;-0.0212666666666667;-0.0023333333333333;0.00233333333333333
CG18815	chr3L_+_11628126_11628136_11628250_11628317_11628341	chr3L	+	11628126;11628136;11628250;11628317;11628341	1.00908154355706e-25	1.57687866682083e-24	0.0130666666666667;-0.143033333333333;0.13;-0.0133333333333333;0.0133333333333332
CG18815	chr3L_+_11628594_11628959_11629504_11629579_11629598_11630228_11630465_11631590_11634612_11635191_11640066_11640197_11640655	chr3L	+	11628594;11628959;11629504;11629579;11629598;11630228;11630465;11631590;11634612;11635191;11640066;11640197;11640655	1.3130714184007e-25	2.04099575621554e-24	-0.400166666666667;-0.182833333333333;0.582966666666667;-0.277766666666667;0.277766666666667;-0.331733333333333;-0.229466666666667;0.5612;-0.295266666666667;0.295266666666667;0.0367333333333333;-0.0367333333333333;0.0331;-0.00616666666666667;-0.007;-0.00693333333333333;-0.0130666666666667;0.0208333333333333;0.169366666666667;-0.190233333333333
Pldn	chr3L_-_11690108_11690128_11690138_11690224_11690312_11690895	chr3L	-	11690108;11690128;11690138;11690224;11690312;11690895	4.6645221750855e-24	6.7345362847556e-23	0.382033333333333;-0.119666666666667;-0.262366666666667;-0.154366666666667;-0.0928666666666667;0.247266666666667;0.316666666666667;-0.316666666666667;0.456;-0.456
CG6024	chr3L_-_11701771_11707303_11712647_11712859_11715021_11736765_11736856	chr3L	-	11701771;11707303;11712647;11712859;11715021;11736765;11736856	9.80477613194227e-24	1.39283461506182e-22	-0.103033333333333;-0.377766666666667;0.4808;0.0396666666666668;-0.0255;-0.0142;0.924833333333333;-0.924833333333333
