Gene	AS_event_ID	chromosome	strand	retained_intron_start	retained_intron_end	pvalue	qvalue	deltaPSI_control-KD
CG3868	chr3L_-_14400964_14401259	chr3L	-	14400964	14401259	9.00373000571735e-14	6.75818273629563e-13	-0.73169591136343
NONE	chr3L_+_14499851_14500161	chr3L	+	14499851	14500161	1.16334097149935e-05	3.67448696839719e-05	-0.0888238727105198
Mpcp2	chr3L_+_14538421_14538727	chr3L	+	14538421	14538727	1.21408033719479e-22	1.63443294777864e-21	-0.0433165118920496
Mpcp2	chr3L_+_14539069_14539551	chr3L	+	14539069	14539551	7.96909594929813e-13	5.5013064219764e-12	-0.0233538779749514
Gbs-70E	chr3L_-_14550159_14550535	chr3L	-	14550159	14550535	5.75172607628991e-06	1.89525978160246e-05	-0.243194327172655
NONE	chr3L_+_14578572_14580109	chr3L	+	14578572	14580109	5.64083726500548e-10	2.96778737305363e-09	-0.792078754578755
rho	chr3L_+_1465822_1466488	chr3L	+	1465822	1466488	1.8972446957904e-14	1.50433639172287e-13	-0.560765878777464
dlp	chr3L_+_14667741_14669294	chr3L	+	14667741	14669294	2.19800617222421e-05	6.6852808432316e-05	-0.216947715535419
Trl	chr3L_-_14754550_14756902	chr3L	-	14754550	14756902	3.09094064929647e-15	2.60994117364664e-14	-0.115579332277219
CG9384	chr3L_+_14762396_14763051	chr3L	+	14762396	14763051	2.31630597115844e-11	1.3931138750486e-10	-0.522284338320487
CG9384	chr3L_+_14763262_14763752	chr3L	+	14763262	14763752	5.98241466366383e-07	2.23155469309416e-06	-0.386723889508393
mop	chr3L_-_14775507_14775910	chr3L	-	14775507	14775910	7.15806823316855e-10	3.72616480628034e-09	-0.138312594551073
CG17839	chr3L_+_14868194_14869395	chr3L	+	14868194	14869395	2.16722816955749e-05	6.59854283752389e-05	-0.1980625612661
CG17839	chr3L_+_14869717_14870542	chr3L	+	14869717	14870542	4.44126371558737e-05	0.000129548781186395	-0.133183855055811
Zip71B	chr3L_+_14993907_14994581	chr3L	+	14993907	14994581	4.91964221681006e-14	3.77668863546745e-13	-0.201026766786386
hfp	chr3L_-_1499879_1500243	chr3L	-	1499879	1500243	9.90166960234918e-08	4.06104139668162e-07	-0.181463063820018
mRpL39	chr3L_-_14999285_14999535	chr3L	-	14999285	14999535	1.44543985155375e-13	1.06532588183342e-12	-0.155004811347887
Reck	chr3L_-_15011764_15013837	chr3L	-	15011764	15013837	1.99579194914741e-07	7.89640143291644e-07	-0.493984870169699
NONE	chr3L_+_15020348_15020648	chr3L	+	15020348	15020648	7.47985536240622e-13	5.17580666296147e-12	-0.516801880077713
NONE	chr3L_-_15100640_15100985	chr3L	-	15100640	15100985	2.69436825421567e-15	2.28601055581254e-14	-0.57991822991823
CG13458	chr3L_+_15114501_15114821	chr3L	+	15114501	15114821	4.95220546644736e-15	4.11525512808913e-14	-0.604388575605681
CG16959	chr3L_-_15123061_15125082	chr3L	-	15123061	15125082	0.0150744455569248	0.0294800147516354	-0.253427470695023
CG12316	chr3L_-_15134472_15134888	chr3L	-	15134472	15134888	8.80760336782799e-05	0.00024633945929013	-0.296449420178756
CG12316	chr3L_-_15135220_15135604	chr3L	-	15135220	15135604	7.09621847521117e-10	3.69585132308279e-09	-0.215944547477202
Iml1	chr3L_-_1525392_1525640	chr3L	-	1525392	1525640	0.00155681538231455	0.0036145969660724	-0.191664507811077
Iml1	chr3L_-_1526398_1526658	chr3L	-	1526398	1526658	2.39461841125992e-05	7.24661424407169e-05	-0.1940446165856
Iml1	chr3L_-_1526731_1527188	chr3L	-	1526731	1527188	0.000282957283012404	0.000736661099448364	-0.161038058538296
elB	chr2L_-_14391939_14392228	chr2L	-	14391939	14392228	7.48686805060826e-06	2.42898612594844e-05	-0.409274362236035
CG7255	chr3L_+_15304876_15305296	chr3L	+	15304876	15305296	1.36533018369584e-38	3.56831562660324e-37	-0.697565137322975
CG7255	chr3L_+_15305679_15306511	chr3L	+	15305679	15306511	2.00808249437062e-23	2.81182650459663e-22	-0.574010353720113
CG7255	chr3L_+_15307413_15307673	chr3L	+	15307413	15307673	3.13474071731924e-39	8.3451534421764e-38	-0.448484063160738
NONE	chr3L_+_15469797_15470074	chr3L	+	15469797	15470074	1.35982682315454e-18	1.4435131307248e-17	-0.946762146762147
CG12355	chr3L_-_15494068_15494565	chr3L	-	15494068	15494565	6.82771268021364e-11	3.93173356497377e-10	-0.397987845810825
CG7272	chr3L_+_15501260_15502835	chr3L	+	15501260	15502835	6.46173993559835e-13	4.49434762091712e-12	-0.35724623690997
CG7841	chr3L_-_15506345_15507471	chr3L	-	15506345	15507471	0.000119079476810471	0.000327224967738719	-0.0230466280991011
mex1	chr3L_-_15518028_15518306	chr3L	-	15518028	15518306	1.46670942031495e-39	3.95464222593173e-38	-0.724529789948661
CG7945	chr3L_-_15522580_15522966	chr3L	-	15522580	15522966	3.73355292125159e-32	7.7366311576758e-31	-0.0850006438612142
dop	chr3L_+_15568970_15569406	chr3L	+	15568970	15569406	9.17310297243865e-29	1.64701406080442e-27	-0.246319677759729
RhoGAP71E	chr3L_+_15600871_15601231	chr3L	+	15600871	15601231	7.84288143695817e-05	0.000220955473483583	-0.0348019050090085
noc	chr2L_+_14491335_14491636	chr2L	+	14491335	14491636	4.90496308976774e-11	2.86114180655032e-10	-0.409813072077223
comm3	chr3L_-_15632949_15634180	chr3L	-	15632949	15634180	0.0113051694977638	0.0226394564533607	-0.208821307891075
comm2	chr3L_-_15698460_15699200	chr3L	-	15698460	15699200	3.39852809902237e-05	0.000100732803770389	-0.639544425580079
fwe	chr3L_-_15810848_15811218	chr3L	-	15810848	15811218	0.00019293261587981	0.000514333583494441	-0.275807737819622
fwe	chr3L_-_15813626_15815934	chr3L	-	15813626	15815934	7.47725360156979e-08	3.11365062654261e-07	-0.204745528107331
dbo	chr3L_+_15827096_15827944	chr3L	+	15827096	15827944	8.40817843469578e-07	3.0797983500981e-06	-0.132270418977999
pHCl-1	chr3L_-_15864739_15865756	chr3L	-	15864739	15865756	0.0317574072301985	0.0580789459902734	-0.418126006441224
pHCl-1	chr3L_-_15892468_15893618	chr3L	-	15892468	15893618	0.00564868037173899	0.0119474099453351	-0.278538716801758
sff	chr3L_-_15906193_15906635	chr3L	-	15906193	15906635	3.97910716227034e-07	1.5176405946762e-06	-0.568055555555556
sff	chr3L_-_15910595_15911152	chr3L	-	15910595	15911152	0.00412355189244386	0.00893876733700909	-0.697833775419982
Pka-C3	chr3L_-_15926336_15927063	chr3L	-	15926336	15927063	8.13045138800227e-08	3.36820205412972e-07	-0.03358193725733
Pka-C3	chr3L_-_15928398_15928758	chr3L	-	15928398	15928758	2.66743641719718e-10	1.44973644185654e-09	-0.05004581610796
Pka-C3	chr3L_-_15928928_15946906	chr3L	-	15928928	15946906	4.54465284485645e-13	3.20394330358519e-12	-0.199960655409547
CG10516	chr3L_+_15968693_15968997	chr3L	+	15968693	15968997	2.067650976424e-08	9.17769908755929e-08	-0.115342675454161
CG17029	chr3L_+_15977555_15977953	chr3L	+	15977555	15977953	2.29553609473798e-12	1.51844172303308e-11	-0.379555163175853
CG17028	chr3L_+_15979022_15979302	chr3L	+	15979022	15979302	8.64282605368138e-13	5.9448880549251e-12	-0.420934271144355
Arl1	chr3L_+_15983594_15983861	chr3L	+	15983594	15983861	0.000319451735203671	0.000825184945926223	-0.068891367501063
osp	chr2L_-_14600875_14601130	chr2L	-	14600875	14601130	1.01827208724937e-08	4.6796684192176e-08	-0.41843544770111
Mbs	chr3L_+_16052150_16052753	chr3L	+	16052150	16052753	0.0023205363073878	0.00524330668835884	-0.128666470988297
Mbs	chr3L_+_16064317_16065046	chr3L	+	16064317	16065046	3.10070762827155e-05	9.23973414145056e-05	0.172390174722552
Mbs	chr3L_+_16065434_16066021	chr3L	+	16065434	16066021	9.5030821583405e-08	3.90506662616925e-07	0.19339980728013
Mbs	chr3L_+_16066829_16068111	chr3L	+	16066829	16068111	1.446381560664e-11	8.8809069354006e-11	-0.22867843091116
Mbs	chr3L_+_16077282_16077721	chr3L	+	16077282	16077721	2.67008761378286e-13	1.92139939831111e-12	-0.189915621885434
Zn72D	chr3L_-_16107786_16108850	chr3L	-	16107786	16108850	4.44083914325368e-05	0.000129539037861239	-0.19284784340511
Zn72D	chr3L_-_16109054_16109620	chr3L	-	16109054	16109620	1.50155396997617e-05	4.67331601280637e-05	-0.203824916211486
Zn72D	chr3L_-_16110122_16110481	chr3L	-	16110122	16110481	6.16773084591054e-11	3.56560490459185e-10	-0.0839223385417684
Taf4	chr3L_+_16113365_16113883	chr3L	+	16113365	16113883	1.26144945715963e-21	1.60102914424313e-20	-0.0990723724755967
Taf4	chr3L_+_16114843_16115667	chr3L	+	16114843	16115667	2.22439924749905e-18	2.32812534892241e-17	-0.566541619356352
Pgm1	chr3L_-_16127560_16128093	chr3L	-	16127560	16128093	9.90223988181898e-17	9.31212809079439e-16	-0.248205495006855
ABCB7	chr3L_+_1620554_1620917	chr3L	+	1620554	1620917	6.2808816386689e-17	5.98048619470567e-16	-0.110555550779334
PDCD-5	chr3L_-_16231588_16231838	chr3L	-	16231588	16231838	0.000224641386323503	0.000593205516971882	-0.0618472138808927
l(3)72Dr	chr3L_+_16237936_16238537	chr3L	+	16237936	16238537	7.00982574234942e-05	0.000198903927091667	-0.214857061832417
nSyb	chr3L_-_1632454_1635184	chr3L	-	1632454	1635184	1.80063778861963e-06	6.32551122384478e-06	-0.222505586696658
ringer	chr3L_-_16355367_16355632	chr3L	-	16355367	16355632	1.88834152764515e-12	1.25892955082262e-11	-0.311119795423069
nSyb	chr3L_-_1635684_1636816	chr3L	-	1635684	1636816	1.1039463250242e-05	3.49645731776095e-05	-0.160448428589054
nSyb	chr3L_-_1637272_1637721	chr3L	-	1637272	1637721	0.00303292771562369	0.00671146263333882	-0.28533271930357
Agpat4	chr3L_-_16380642_16381127	chr3L	-	16380642	16381127	4.37379368011623e-15	3.64816009242158e-14	-0.714356496965193
TMS1	chr3L_+_16414493_16414792	chr3L	+	16414493	16414792	0.00455289540734776	0.00978731241539271	-0.0279272492421303
Utx	chr2L_-_10276112_10276390	chr2L	-	10276112	10276390	1.2285095484401e-06	4.4071085766809e-06	-0.0638723785203775
CG43373	chr3L_-_16495536_16496051	chr3L	-	16495536	16496051	1.06785159053804e-10	6.03790688280509e-10	-0.497364953886693
CG43373	chr3L_-_16518596_16520067	chr3L	-	16518596	16520067	6.38840898606724e-06	2.09213996379243e-05	-0.482936507936508
Srrm234	chr3L_-_1658590_1659844	chr3L	-	1658590	1659844	1.03540232347488e-08	4.75549128400946e-08	-0.117560879970343
Abl	chr3L_-_16623288_16623635	chr3L	-	16623288	16623635	7.23173373126812e-09	3.37762643900017e-08	-0.106375436285386
Baldspot	chr3L_-_16650582_16651131	chr3L	-	16650582	16651131	2.26743386883188e-24	3.32739931285839e-23	-0.169659912443619
Baldspot	chr3L_-_16659466_16661409	chr3L	-	16659466	16661409	4.34432839407969e-17	4.18192031604506e-16	-0.429710463810081
Galphaf	chr3L_-_16663739_16664739	chr3L	-	16663739	16664739	4.00563649416856e-48	1.39465168995311e-46	0.462533003530028
zetaCOP	chr3L_-_16672544_16673055	chr3L	-	16672544	16673055	5.69349038699352e-15	4.70420738506983e-14	-0.0801136205882829
Dab	chr3L_+_16716837_16718245	chr3L	+	16716837	16718245	0.000159389272288488	0.000430153493627364	-0.264804034626604
CG9701	chr3L_+_16734623_16737223	chr3L	+	16734623	16737223	5.82339544026631e-10	3.05956021030576e-09	-0.311352844686178
Lmpt	chr3L_+_16865426_16866664	chr3L	+	16865426	16866664	0.000215058424764678	0.000569434555727895	-0.255909407713426
Nc73EF	chr3L_+_16957527_16959097	chr3L	+	16957527	16959097	7.07611961279222e-06	2.30280925430383e-05	-0.199622962508184
Nc73EF	chr3L_+_16959422_16959703	chr3L	+	16959422	16959703	0.000573341315547798	0.00142569512169489	-0.0563769976723234
Nc73EF	chr3L_+_16959884_16960536	chr3L	+	16959884	16960536	1.2187370981145e-06	4.37303815316027e-06	-0.20547594758129
Nc73EF	chr3L_+_16964978_16966066	chr3L	+	16964978	16966066	4.12562362125701e-10	2.20020956442076e-09	-0.25131496011501
Nc73EF	chr3L_+_16966358_16967380	chr3L	+	16966358	16967380	6.96050857327951e-11	4.00401366516952e-10	-0.282132248911595
CG3764	chr3L_-_17000012_17001514	chr3L	-	17000012	17001514	0.000734898681031944	0.00179771467244296	-0.217939814814815
CG6664	chr3L_-_17015266_17015671	chr3L	-	17015266	17015671	1.28075002442455e-47	4.38977531131466e-46	-0.571402589799765
Ilp8	chr3L_-_17030907_17031409	chr3L	-	17030907	17031409	0.00107209135348477	0.00255586864514155	-0.164512173658515
Rbp6	chr3L_-_17066840_17067135	chr3L	-	17066840	17067135	1.79120486272167e-05	5.51730897128738e-05	-0.359901629444973
Rbp6	chr3L_-_17073790_17074191	chr3L	-	17073790	17074191	0.00561682361836376	0.0118863566377373	-0.342038027332145
drpr	chr3L_-_1718153_1718704	chr3L	-	1718153	1718704	2.37888019926102e-19	2.64315095392264e-18	-0.187323333094351
CG7692	chr3L_+_17351873_17352348	chr3L	+	17351873	17352348	0.0129626431339051	0.0256704905361009	0.0214596823551023
CG7630	chr3L_+_17425640_17425908	chr3L	+	17425640	17425908	2.10593933655967e-11	1.27199233828241e-10	-0.206317051072193
frc	chr3L_-_17429600_17429853	chr3L	-	17429600	17429853	1.43222688408963e-17	1.42459922787596e-16	-0.288574458036285
Utx	chr2L_-_10277925_10278248	chr2L	-	10277925	10278248	5.22991259607458e-16	4.67939714963575e-15	-0.213607154963092
SecCl	chr3L_+_17470780_17472428	chr3L	+	17470780	17472428	1.37833530694813e-07	5.5587236385304e-07	-0.573377339670246
UQCR-Q	chr3L_+_17475135_17475392	chr3L	+	17475135	17475392	6.20122763504796e-14	4.71950436419035e-13	0.586019540320971
Nedd4	chr3L_+_17530422_17530807	chr3L	+	17530422	17530807	1.42364902633263e-05	4.44438702736926e-05	-0.0604195157648306
Nedd4	chr3L_+_17541403_17541674	chr3L	+	17541403	17541674	7.73061649774376e-05	0.000217947170880523	0.495904261337338
Nedd4	chr3L_+_17543236_17543503	chr3L	+	17543236	17543503	2.96747518474855e-14	2.31608766956283e-13	-0.46868552557642
Cht2	chr3L_-_1754360_1755585	chr3L	-	1754360	1755585	1.06439054488468e-20	1.28016787653116e-19	0.455816891552186
CycT	chr3L_-_17555530_17556372	chr3L	-	17555530	17556372	6.62725020038394e-26	1.04591386946247e-24	-0.423305345633269
Eip74EF	chr3L_-_17564860_17565355	chr3L	-	17564860	17565355	5.22865283216705e-14	4.00466828406845e-13	-0.756420476369325
Eip74EF	chr3L_-_17598468_17598819	chr3L	-	17598468	17598819	0.000876140231754782	0.00211747826870118	-0.33015873015873
Eip74EF	chr3L_-_17603383_17618649	chr3L	-	17603383	17618649	0.000348455831707502	0.000894903333705562	-0.29775752702582
anchor	chr3L_+_17622493_17626106	chr3L	+	17622493	17626106	4.43593691452424e-06	1.48297162859161e-05	-0.215637977998048
anchor	chr3L_+_17628018_17628277	chr3L	+	17628018	17628277	7.83830005092259e-06	2.53608014674263e-05	-0.13645051058973
anchor	chr3L_+_17629415_17629783	chr3L	+	17629415	17629783	1.88821804794482e-05	5.79678605204131e-05	-0.137031710616669
Pep	chr3L_-_17640053_17641024	chr3L	-	17640053	17641024	4.82868518321973e-16	4.3313751147542e-15	0.0731441971718455
Pep	chr3L_-_17641255_17643361	chr3L	-	17641255	17643361	7.98978122833777e-14	6.02556700922991e-13	0.0527333990796254
CG7484	chr3L_+_17654900_17655216	chr3L	+	17654900	17655216	9.65007137097102e-06	3.08281671754147e-05	-0.0517530815213945
Crtc	chr3L_-_17664646_17668105	chr3L	-	17664646	17668105	8.15795969753256e-05	0.000229294763490726	-0.185245320575179
Adgf-A	chr3L_-_17754425_17754963	chr3L	-	17754425	17754963	1.46701450705124e-33	3.20912788129631e-32	0.0759024443031647
CG5577	chr3L_-_17840723_17841285	chr3L	-	17840723	17841285	1.52258800839195e-11	9.32840267365793e-11	-0.612788131199703
CG7430	chr3L_+_17847238_17847545	chr3L	+	17847238	17847545	1.19459979337788e-05	3.7676467635152e-05	-0.0165829408968469
Tsp74F	chr3L_-_17895212_17895764	chr3L	-	17895212	17895764	2.20549566392412e-09	1.08716201517293e-08	-0.644837227295998
lncRNA:CR43174	chr3L_+_17934345_17934742	chr3L	+	17934345	17934742	8.50104893941203e-33	1.80981259742268e-31	-0.759601022926705
CG44005	chr3L_-_18071222_18071575	chr3L	-	18071222	18071575	0.00947017809831268	0.0192326149401236	-0.545743538070012
NONE	chr3L_-_1813374_1813647	chr3L	-	1813374	1813647	6.81940760373e-12	4.32011570393672e-11	-0.787367724867725
NONE	chr3L_-_18196311_18196571	chr3L	-	18196311	18196571	0.0183841262104283	0.0353342732876834	INF
GV1	chr3L_+_1821419_1821805	chr3L	+	1821419	1821805	1.24758581436206e-05	3.92463646039609e-05	-0.631524825073212
CG32196	chr3L_-_18460346_18460867	chr3L	-	18460346	18460867	3.27289908735776e-09	1.58503109249433e-08	-0.683796296296296
NONE	chr3L_+_18493777_18495619	chr3L	+	18493777	18495619	4.83895194084456e-24	6.9786272224293e-23	-0.702787242945959
NONE	chr3L_+_18581345_18582354	chr3L	+	18581345	18582354	1.93413466921026e-08	8.61151009323719e-08	-0.302433985768117
NONE	chr3L_+_18582796_18583201	chr3L	+	18582796	18583201	2.06055733976146e-26	3.32834566168718e-25	-0.79145326375478
CG13380	chr3L_-_18616445_18616725	chr3L	-	18616445	18616725	3.29994223731698e-114	3.37698809899511e-112	-0.543392865900598
Rap1	chr3L_-_1861676_1862059	chr3L	-	1861676	1862059	7.04585219532268e-17	6.68573189939407e-16	-0.306348259269582
Cat	chr3L_+_18822842_18826336	chr3L	+	18822842	18826336	9.45526932769119e-08	3.88687044163213e-07	-0.0142979140965087
Indy	chr3L_-_18829957_18830274	chr3L	-	18829957	18830274	3.04743023977926e-17	2.9668428705259e-16	-0.153695835652835
Indy	chr3L_-_18831621_18831945	chr3L	-	18831621	18831945	4.39428015213604e-29	8.01049051586634e-28	-0.180634152610802
side-II	chr2L_-_14912212_14912871	chr2L	-	14912212	14912871	0.000483323390089724	0.00121515873468528	-0.344384216354841
CG3961	chr3L_-_18887215_18887551	chr3L	-	18887215	18887551	1.72921185834049e-10	9.56458400547549e-10	-0.597568825510002
CG3902	chr3L_-_18893965_18894354	chr3L	-	18893965	18894354	6.78098815984844e-05	0.000192869697230672	-0.251520073296685
CG3902	chr3L_-_18894834_18897942	chr3L	-	18894834	18897942	1.62950006389269e-06	5.75640271472032e-06	-0.269966836303722
dsb	chr3L_-_1895560_1896720	chr3L	-	1895560	1896720	0.000164314514893828	0.000442535612928663	-0.267792302106028
Sfxn2	chr3L_+_19064595_19064843	chr3L	+	19064595	19064843	0.000116908195039117	0.000321548668943118	-0.26122810707407
nes	chr3L_-_19259568_19260113	chr3L	-	19259568	19260113	1.15746592083637e-10	6.52243991249938e-10	-0.0529857312046478
nes	chr3L_-_19260230_19260531	chr3L	-	19260230	19260531	2.8644336265263e-91	2.17861420704603e-89	-0.542422897044084
Max	chr3L_-_19263524_19263838	chr3L	-	19263524	19263838	8.18706917891232e-09	3.80012609503573e-08	-0.0632381952547698
pip	chr3L_-_19311311_19311617	chr3L	-	19311311	19311617	2.49423165166146e-48	8.7373838641845e-47	-0.805901217114409
CG32206	chr3L_-_19345710_19347870	chr3L	-	19345710	19347870	0.000212482269150304	0.000562967634381893	-0.708754208754209
CG33062	chr3L_-_19442393_19446033	chr3L	-	19442393	19446033	2.20626700160568e-13	1.60035178379412e-12	-0.46005168967196
CG9449	chr3L_-_19493126_19493498	chr3L	-	19493126	19493498	1.21051533085403e-12	8.21425628673818e-12	-0.281884404221434
CG9449	chr3L_-_19493658_19494336	chr3L	-	19493658	19494336	5.89541051394822e-14	4.49441015542731e-13	-0.298201170976025
CG9449	chr3L_-_19494421_19494818	chr3L	-	19494421	19494818	1.36769490479182e-14	1.097285239228e-13	-0.36805140894508
CG9452	chr3L_-_19501342_19501744	chr3L	-	19501342	19501744	9.15663849884556e-07	3.33847786691517e-06	-0.272588248470806
CG9452	chr3L_-_19502625_19503321	chr3L	-	19502625	19503321	1.74454154337496e-27	2.95467137873085e-26	-0.664605431226942
Cpr76Bd	chr3L_+_19537414_19537807	chr3L	+	19537414	19537807	1.34853163356477e-09	6.81044654138344e-09	-0.778695747962106
Shal	chr3L_-_19575059_19576639	chr3L	-	19575059	19576639	8.3901268454909e-26	1.3171569263945e-24	-0.841761265909873
mol	chr2L_-_14992506_14993897	chr2L	-	14992506	14993897	5.8470914636557e-06	1.92526477745504e-05	-0.560060131027873
l(3)76BDm	chr3L_-_19617985_19618278	chr3L	-	19617985	19618278	3.14447028414885e-14	2.45062099870061e-13	-0.171926601684066
wnd	chr3L_-_19629753_19632365	chr3L	-	19629753	19632365	4.85798010697281e-05	0.000140894028953933	-0.388378348704436
SCOT	chr3L_+_1964609_1965073	chr3L	+	1964609	1965073	1.42813038291062e-15	1.23916815320673e-14	-0.550871509487808
Gyc76C	chr3L_-_19790254_19790882	chr3L	-	19790254	19790882	0.00187656010509955	0.00430568698479538	-0.152491739428809
Cyp305a1	chr3L_-_19812207_19813107	chr3L	-	19812207	19813107	2.73805481486547e-11	1.63569848853313e-10	-0.445179666870239
cyc	chr3L_-_19815495_19815753	chr3L	-	19815495	19815753	1.14429062866619e-15	9.99858269709272e-15	-0.448559254792056
trc	chr3L_-_19833143_19833608	chr3L	-	19833143	19833608	4.76031745028795e-10	2.52195991596799e-09	-0.221537353718057
Papss	chr3L_+_19858492_19858813	chr3L	+	19858492	19858813	5.05033091906172e-11	2.94141596535162e-10	-0.426630443676831
Usp32	chr3L_+_19877630_19878831	chr3L	+	19877630	19878831	1.0105564058609e-17	1.01427137398684e-16	-0.466920899033513
Mi-2	chr3L_-_19897413_19898183	chr3L	-	19897413	19898183	3.05699486197415e-78	1.9568049795681e-76	-0.621102291540735
Grasp65	chr3L_+_19925106_19925541	chr3L	+	19925106	19925541	2.39900101465512e-14	1.88566936520312e-13	-0.0872538031358601
Ac76E	chr3L_+_19975102_19975369	chr3L	+	19975102	19975369	6.73545848351267e-06	2.1983474379697e-05	-0.245552135978226
CG7646	chr3L_+_19992459_19993263	chr3L	+	19992459	19993263	0.00131075527389262	0.00307921628914508	-0.329937828790053
