FlyBase ID,Gene,Chr,Average,log2(SRPK/Control),pvalue,padj,log2(U2af38/Control),pvalue,padj
FBgn0029629, eIF3g1,chrX,1104.935258,0.137068111,0.073231247,0.149145297,0.352330378,1.50E-05,2.73E-05
FBgn0011566, Smyd3,chrX,145.1597715,-0.11209813,0.395758695,0.54725291,0.482159969,0.005037581,0.007336338
FBgn0011606, Klp3A,chrX,9066.296347,0.084356174,0.28352074,0.42927511,0.103426693,0.215294994,0.255390603
FBgn0040375, CG13760,chrX,368.5680507,0.456133554,6.86E-07,5.46E-06,0.654111654,1.93E-11,5.15E-11
FBgn0040377, Vha36-3,chrX,250.1391793,0.137434586,0.156657127,0.273839988,-0.796974891,9.97E-12,2.69E-11
FBgn0040388, boi,chrX,404.2145989,-0.056868052,0.581304432,0.713281245,0.136944931,0.237304227,0.279031704
FBgn0003714, tko,chrX,499.2395409,0.135018329,0.155945727,0.27292195,0.286692484,0.006701947,0.009646272
FBgn0001150, gt,chrX,11.18524226,0.178005695,0.273962724,0.418141346,4.161508508,1.29E-05,2.35E-05
FBgn0052797, CG32797,chrX,153.7154259,-0.043077695,0.723005843,0.823126912,0.240794264,0.107694844,0.133907935
FBgn0040385, CG12496,chrX,6.527909334,0.053213955,0.688724472,0.800029969,5.604491764,3.73E-07,7.61E-07
FBgn0003371, sgg,chrX,4540.173884,-0.312350544,1.14E-08,1.22E-07,-1.159854356,1.52E-90,2.02E-89
FBgn0003068, per,chrX,346.2717701,0.524619308,2.69E-06,1.88E-05,0.409631717,0.000869382,0.001359352
FBgn0024993, CG2662,chrX,824.1522512,0.26503594,0.002922851,0.009695927,0.356353263,0.000236611,0.000390802
FBgn0024996, eIF2Bbeta,chrX,891.8005942,0.267312452,0.00193196,0.00671707,0.042824514,0.63946659,0.685008571
FBgn0024997, CG2681,chrX,132.8536183,0.312208454,0.047261402,0.104405086,0.611468839,0.007793001,0.011123099
FBgn0024991, CG2694,chrX,1589.641781,0.222469784,0.000840609,0.003227506,-0.246949055,0.000508405,0.000812895
FBgn0000928, fs(1)Yb,chrX,627.7286223,0.305127984,0.000205011,0.000917597,-0.262513595,0.004025122,0.005913221
FBgn0000927, fs(1)Ya,chrX,19.53903705,0.106312552,0.498368831,0.642981074,0.682930881,0.055404568,0.071647006
FBgn0000520, dwg,chrX,90.5669989,0.172171992,0.217850807,0.351781922,-0.072282579,0.710727844,0.752461908
FBgn0024975, CG2712,chrX,345.9138294,0.176732486,0.094574551,0.183349075,0.503552721,3.28E-05,5.80E-05
FBgn0040356, CG12498,chrX,1188.006766,-0.085660007,0.166491987,0.286833064,-0.084767945,0.179784185,0.216419793
FBgn0003996, w,chrX,534.0130097,0.370220436,0.000482184,0.001971038,0.620344016,2.11E-07,4.39E-07
FBgn0040384, CG32795,chrX,913.8681058,-0.248516145,0.000201293,0.00090369,-0.81653353,8.89E-30,4.30E-29
FBgn0024980, Syx4,chrX,476.1189651,0.106004706,0.188149635,0.314760653,-0.348509452,9.44E-05,0.000160686
FBgn0000376, crm,chrX,308.6561527,0.294884303,0.006151522,0.018495866,1.306541442,1.93E-28,9.06E-28
FBgn0024973, CG2701,chrX,954.8519827,0.095542638,0.15854245,0.276386394,-0.888913479,1.88E-31,9.52E-31
FBgn0024998, CG2685,chrX,475.4503521,0.437208753,4.79E-06,3.18E-05,0.332353722,0.001382589,0.002123777
FBgn0024995, CG2680,chrX,336.1902467,0.045494751,0.634804109,0.757479968,-2.842684312,1.56E-78,1.75E-77
FBgn0024994, Ugalt,chrX,161.4185818,-0.199376159,0.106808376,0.202037386,-0.314745055,0.041242418,0.05423213
FBgn0024992, Spg7,chrX,2807.416177,0.145880892,0.030824338,0.073123894,-0.935801271,2.29E-37,1.32E-36
FBgn0000092, dyw,chrX,9.924970923,0.525974946,0.030234882,0.071937245,4.353710671,6.52E-06,1.22E-05
FBgn0025838, CG2652,chrX,1470.520994,-0.274133393,1.27E-05,7.71E-05,-0.664623893,1.18E-23,4.89E-23
FBgn0011276, HLH3B,chrX,13.22729875,0.797377537,0.009643118,0.027250894,3.726318098,1.83E-08,4.10E-08
FBgn0004647, N,chrX,697.5835789,-0.226410345,0.007045745,0.020751096,-1.205473264,1.07E-35,5.99E-35
FBgn0040396, CG3939,chrX,1694.617008,-0.068007019,0.30471996,0.453786735,-2.220848239,1.88E-182,7.44E-181
FBgn0000479, dnc,chrX,782.8232381,-0.173562231,0.007690247,0.022423976,-0.587469239,4.93E-17,1.67E-16
FBgn0002933, ng1,chrX,0.695237541,0.037211237,0.596358132,NA,0,1,1
FBgn0003374, Sgs4,chrX,3.190703595,0.206192387,0.222267864,0.357375337,0.98516692,0.14411097,0.176080801
FBgn0029660, CG10801,chrX,917.9729718,-0.053448016,0.460816855,0.611696043,-1.834612894,2.25E-103,3.51E-102
FBgn0029662, CG12206,chrX,1239.407785,-0.303625491,0.000259843,0.001138058,-2.07572729,7.08E-105,1.13E-103
FBgn0029661, CG16781,chrX,3215.651267,-0.058824288,0.361496928,0.513459416,-0.87189675,1.12E-36,6.38E-36
FBgn0029659, CG16782,chrX,15156.44173,-0.023228443,0.712117807,0.815047798,-0.78302351,5.68E-32,2.91E-31
FBgn0029658, CG14269,chrX,1791.312232,-0.25605085,0.000400381,0.001675737,-1.08063954,3.37E-43,2.18E-42
FBgn0052493, tRNA:Gln-TTG-2-1,chrX,1.54908023,-0.077251428,0.544690489,NA,2.319802699,0.021550795,0.02927731
FBgn0029657, CG12535,chrX,1153.836963,0.001764271,0.974438456,1,-0.256516421,8.35E-06,1.55E-05
FBgn0029656, CG10793,chrX,1545.538835,0.23987717,2.27E-05,0.000129366,-0.36675568,9.80E-10,2.38E-09
FBgn0003086, Pig1,chrX,5.567910691,0,1,1,5.470055712,4.36E-06,8.25E-06
FBgn0010296, ng4,chrX,2.954475185,0,1,1,4.504654589,0.000168752,0.000281999
FBgn0010295, ng3,chrX,5.426105715,0,1,1,5.528145285,9.71E-07,1.93E-06
FBgn0010294, ng2,chrX,2.6308775,-0.181166358,0.225960644,0.361689585,1.747639507,0.036234939,0.047940688
FBgn0040393, CG14265,chrX,6.148697432,0,1,1,5.752191071,2.71E-07,5.58E-07
FBgn0000644, Fcp3C,chrX,20.92984949,0.252630395,0.155429276,0.272372912,2.379845029,1.52E-07,3.19E-07
FBgn0028746, CG18508,chrX,1095.363351,-0.021916165,0.807548598,0.887719794,0.333427652,0.000809081,0.001269445
FBgn0040355, CG3526,chrX,1319.509378,0.200247835,0.015648912,0.041264598,0.763765981,9.43E-18,3.27E-17
FBgn0052793, CG32793,chrX,2.891003497,0.024994186,0.856230645,0.922182541,0.262687899,0.681107909,0.724570932
FBgn0029642, CG3592,chrX,94.53403675,0.067102286,0.606713395,0.734011207,-3.199552651,2.40E-33,1.27E-32
FBgn0025645, CG3598,chrX,29.51337851,-0.16653956,0.296400342,0.443857171,-2.373746488,8.24E-09,1.89E-08
FBgn0029643, CG14420,chrX,24.86993764,0.040211008,0.791218604,0.875379243,-1.987687071,7.40E-07,1.48E-06
FBgn0029644, CG14421,chrX,5.113729153,-0.223138055,0.208596339,0.340487008,-1.41383482,0.029009486,0.038797296
FBgn0029645, CG14422,chrX,8.046751142,0.300935815,0.119394955,0.220617246,0.509270534,0.281921096,0.326909956
FBgn0029646, CG14423,chrX,0.407783192,-0.010439784,0.922913142,NA,-0.11146014,0.884640603,0.90803033
FBgn0029647, CG17959,chrX,15.33343668,-0.097991362,0.529282627,0.669744328,-3.418331002,4.10E-08,8.96E-08
FBgn0029648, CG3603,chrX,667.7094541,-0.584024993,3.83E-08,3.76E-07,-2.043554108,1.85E-63,1.68E-62
FBgn0028369, kirre,chrX,359.2252054,-0.806325151,3.17E-16,9.49E-15,-2.963211237,2.57E-122,4.97E-121
FBgn0029649, CG4116,chrX,5.540742039,-0.16729031,0.268547828,0.411708642,3.618322415,9.61E-05,0.000163507
FBgn0003285, rst,chrX,132.9360501,0.282047376,0.063596168,0.133172804,3.860411924,5.53E-75,5.98E-74
FBgn0025644, CG14424,chrX,14.08241857,-0.019979396,0.880057868,0.936883833,6.286192547,4.90E-09,1.14E-08
FBgn0029639, CG14419,chrX,4.763430334,-0.018262148,0.892799875,0.941396203,3.883353351,0.000157305,0.000263526
FBgn0040354, CG14418,chrX,9.187402129,0.054256461,0.684599205,0.797190927,6.50699524,2.38E-09,5.64E-09
FBgn0040353, CG14417,chrX,8.184305374,0,1,1,6.413086022,7.29E-09,1.68E-08
FBgn0040352, CG14416,chrX,11.46084188,0.127993169,0.424062209,0.575773197,3.993671652,3.61E-08,7.92E-08
FBgn0029664, CG10802,chrX,337.1761565,0.240439045,0.015237791,0.04033224,-0.943841173,4.20E-14,1.27E-13
FBgn0029666, CG10803,chrX,1350.457166,0.282761767,2.80E-05,0.000156544,-0.513240694,2.66E-12,7.38E-12
FBgn0029669, CG13021,chrX,770.8331197,-0.1246177,0.094109205,0.182631303,0.49062696,2.92E-10,7.30E-10
FBgn0052792, ppk8,chrX,8.030593765,0.275826952,0.128884833,0.234709282,3.730592728,0.000166626,0.000278612
FBgn0044046, Ilp7,chrX,14.09657458,0.023891754,0.87587514,0.936024062,0.099873632,0.791561242,0.82686226
FBgn0023215, Mnt,chrX,855.5584368,0.088291272,0.193597119,0.321869934,0.2160658,0.002341662,0.003519313
FBgn0015286, Rala,chrX,882.6865,0.015342888,0.859958871,0.924725167,0.047141673,0.611301948,0.657990179
FBgn0023216, Parg,chrX,1148.529135,0.344757011,1.57E-05,9.35E-05,0.653944011,1.04E-14,3.21E-14
FBgn0029672, CG2875,chrX,197.9431547,0.810499838,4.72E-09,5.36E-08,0.939604688,6.95E-11,1.80E-10
FBgn0052791, DIP-alpha,chrX,216.8402382,0.586533635,8.80E-06,5.53E-05,1.386717465,4.46E-22,1.77E-21
FBgn0029667, Gas8,chrX,1503.702541,-0.046352937,0.576245029,0.709017909,-1.539510381,1.34E-59,1.14E-58
FBgn0029665, CG14270,chrX,1861.279973,-0.002871002,0.957412561,0.988182158,-0.816550446,1.12E-45,7.55E-45
FBgn0029663, CG10804,chrX,40.73662128,0.860295698,0.007714461,0.022490515,6.026743536,1.07E-10,2.74E-10
FBgn0052785, tRNA:Gln-CTG-2-1,chrX,0.324559053,0.016606809,0.85057036,NA,0.117937565,0.877825314,0.902249699
FBgn0025118, tRNA:Pro-CGG-3-1,chrX,3.320980478,0.254630179,0.162961167,0.282281753,0.271124016,0.625109531,0.671344259
FBgn0028491, CG2930,chrX,3241.268487,-0.122893702,0.234243651,0.371736995,-1.668271945,2.68E-41,1.67E-40
FBgn0029681, CG15239,chrX,20.43382161,-0.37647324,0.04813432,0.106144372,-0.803810379,0.020331423,0.027710548
FBgn0029686, Glos,chrX,67.73526111,-0.16328436,0.247394749,0.387414295,-0.61094562,0.003695221,0.005456267
FBgn0052786, Gem4b,chrX,458.5201385,0.035038159,0.726213673,0.825612921,0.075658875,0.49819527,0.548315585
FBgn0052783, Gem4c,chrX,1289.986353,-0.267052575,0.002482972,0.008409762,-0.687303532,2.16E-12,6.02E-12
FBgn0029687, Vap33,chrX,2524.999639,-0.015119054,0.814852277,0.892947825,0.100814312,0.129492967,0.159334303
FBgn0029690, CG6414,chrX,35.64487628,-0.065261538,0.672877945,0.789185089,3.392344592,2.89E-19,1.05E-18
FBgn0029689, CG6428,chrX,352.6165124,-0.270038865,0.011425813,0.031488459,-0.387165867,0.001650587,0.002517003
FBgn0029688, lva,chrX,4316.0643,0.237416808,0.007213776,0.021184063,-0.36897389,0.000157195,0.000263369
FBgn0029685, CG2938,chrX,247.0973286,0.096951758,0.360857365,0.512757134,0.228478144,0.061806372,0.079429476
FBgn0019661, lncRNA:roX1,chrX,3934.424927,-0.160462316,0.069682701,0.143348795,-0.278101656,0.00446791,0.006537939
FBgn0029694, CG15375,chrX,741.6793227,-0.289402149,0.000133627,0.000629556,-0.756806439,8.33E-20,3.07E-19
FBgn0000221, brn,chrX,193.8020827,0.125086549,0.263902981,0.406598229,-0.964841329,4.94E-11,1.29E-10
FBgn0026084, cib,chrX,5598.555046,0.021581581,0.809358059,0.888981511,-0.746357998,1.33E-13,3.92E-13
FBgn0026085, dgt4,chrX,273.5149546,0.132271343,0.211231075,0.343466202,-0.717577607,3.79E-08,8.31E-08
FBgn0026083, tyf,chrX,2193.650313,0.041489245,0.481233135,0.628828433,-0.372648775,2.01E-09,4.80E-09
FBgn0066114, GlcAT-I,chrX,225.8027147,0.125892003,0.256477879,0.398087645,0.300676271,0.021245701,0.028893257
FBgn0029697, CG15570,chrX,157.4283949,0.092081707,0.466875428,0.61759228,-3.19039742,4.41E-38,2.57E-37
FBgn0029701, CG12691,chrX,916.435611,-0.214549081,0.006412628,0.019177219,-0.723146566,4.96E-17,1.68E-16
FBgn0029702, CG15572,chrX,6635.257395,-0.001701789,0.981591946,1,-2.018741997,1.75E-136,3.95E-135
FBgn0029706, CG3626,chrX,248.3885882,-0.180854081,0.087871892,0.172571479,-0.36922449,0.002934264,0.004376215
FBgn0029707, CG12688,chrX,43.08539984,0.218280837,0.21062981,0.342854273,-0.577766316,0.239074427,0.280975278
FBgn0029705, CG12693,chrX,4515.932655,-0.115744898,0.087253606,0.171653769,-0.434786467,1.46E-09,3.51E-09
FBgn0040907, mRpL33,chrX,32.36432855,0.207105995,0.211646223,0.344037146,1.843802751,4.68E-07,9.51E-07
FBgn0002707, mei-9,chrX,351.0689157,0.372177836,0.00011755,0.00056219,0.329663462,0.001888132,0.002862581
FBgn0040906, CG15579,chrX,879.3763627,-0.196675966,0.031839042,0.075056155,-1.152022957,7.17E-28,3.31E-27
FBgn0029703, CG12692,chrX,5492.080618,0.081462109,0.110051458,0.207030293,-0.332986411,3.07E-10,7.65E-10
FBgn0040905, CG15578,chrX,776.4311094,-0.232872543,0.046674243,0.103386151,-1.599050004,4.22E-27,1.91E-26
FBgn0040904, CG15577,chrX,4174.751282,-0.005388402,0.934676421,0.97155727,-1.692006342,4.14E-124,8.10E-123
FBgn0029700, CG15576,chrX,2657.982405,0.061542618,0.457122819,0.607913395,-0.842466573,5.25E-20,1.95E-19
FBgn0052774, Muc4B,chrX,553.9751103,-0.224438979,0.187285256,0.31369586,7.461834094,7.70E-132,1.63E-130
FBgn0041252, Femcoat,chrX,19.38836036,0.021448466,0.883376223,0.937264588,4.753725599,1.17E-08,2.65E-08
FBgn0029696, CG15571,chrX,10.7470723,-0.216172603,0.219519929,0.35405165,2.5421065,9.52E-06,1.76E-05
FBgn0000635, Fas2,chrX,1434.343177,-0.087188867,0.113146017,0.211420965,-0.021023006,0.696686468,0.739689083
FBgn0026080, Tip60,chrX,714.7966785,0.423322395,6.16E-06,3.99E-05,0.352861929,0.000509048,0.000813846
FBgn0026079, Nsun2,chrX,624.8568052,0.275413482,0.000117879,0.000563429,-0.136577628,0.074130337,0.09427054
FBgn0004832, Xpac,chrX,1059.145186,0.09148067,0.180355941,0.304822149,0.426699392,1.73E-09,4.13E-09
FBgn0029693, Cmtr1,chrX,1337.828523,0.223069062,0.002291452,0.007831839,0.518240123,1.67E-11,4.45E-11
FBgn0000179, bi,chrX,147.9351631,0.322225196,0.024616003,0.060432344,0.463150943,0.014536946,0.020127064
FBgn0029708, CG3556,chrX,214.1716669,0.161024201,0.242704572,0.381933598,-0.713917503,0.000807112,0.001266593
FBgn0029709, CHOp24,chrX,765.9403971,0.028582465,0.710758225,0.814301031,-0.33817817,6.39E-05,0.000110311
FBgn0029710, CG3568,chrX,1522.168372,0.226145705,0.000845662,0.003244588,0.396089425,1.85E-08,4.14E-08
FBgn0029712, CG15912,chrX,182.9479342,0.254462018,0.045398603,0.100995761,0.034643759,0.825722833,0.856465931
FBgn0029714, CG3527,chrX,348.9028325,0.216727673,0.049421672,0.108434431,1.264741639,6.26E-24,2.61E-23
FBgn0029716, CG3546,chrX,2.170330402,0,1,1,0.560207491,0.451552977,0.501522846
FBgn0022768, Pp2C1,chrX,6491.453189,0.360644823,2.76E-05,0.000154387,0.47503099,3.22E-07,6.62E-07
FBgn0029715, CG11444,chrX,2991.133171,-0.102701557,0.11199227,0.209800068,-0.764681073,1.32E-28,6.22E-28
FBgn0029713, CG11436,chrX,122.1397821,-0.047649367,0.718038408,0.819439033,1.21678962,9.30E-13,2.65E-12
FBgn0029711, Usf,chrX,1399.420766,0.080072076,0.193119722,0.32126094,0.027362045,0.656769016,0.701660922
FBgn0003210, rb,chrX,1899.697592,-0.053871539,0.424503476,0.576183119,-0.423880588,4.24E-09,9.91E-09
FBgn0052773, lncRNA:CR32773,chrX,38.59441473,0.853991467,0.007755549,0.022589877,5.951575882,2.44E-19,8.87E-19
FBgn0011760, ctp,chrX,6701.28886,0.203061,0.000905866,0.003453385,1.00099716,1.11E-55,8.89E-55
FBgn0028325, Pdha,chrX,551.8603929,-0.138815633,0.108568566,0.204754793,-0.54650934,1.76E-08,3.94E-08
FBgn0029722, CG7024,chrX,6898.290404,-0.138062928,0.02771179,0.066711882,-1.446505042,1.49E-103,2.33E-102
FBgn0029727, CG6978,chrX,170.6300281,0.140963129,0.189682582,0.316733566,-2.558170723,2.41E-45,1.61E-44
FBgn0029729, CG12682,chrX,822.7127243,-0.202420814,0.013608627,0.036602983,-1.241047092,1.48E-40,9.08E-40
FBgn0029730, boil,chrX,3125.253306,0.275760119,4.25E-07,3.51E-06,-0.471634665,1.35E-16,4.50E-16
FBgn0029733, CG6927,chrX,43.63924302,0.25369584,0.146138501,0.25939061,-0.087137692,0.808650226,0.842090838
FBgn0052772, CG32772,chrX,356.3266427,-0.001673908,0.984474822,1,-1.040520391,1.84E-23,7.57E-23
FBgn0029737, CG6903,chrX,2319.64737,0.25122762,0.000813807,0.003141057,-0.821985001,7.25E-24,3.02E-23
FBgn0004368, Ptp4E,chrX,1666.46644,0.229886387,0.000148205,0.000688974,0.093179256,0.133240919,0.163645804
FBgn0029740, CG12680,chrX,564.5646779,0.192403285,0.036793494,0.084487211,-1.442251565,2.06E-38,1.21E-37
FBgn0061196, CG15468,chrX,2441.497598,-0.029596892,0.641413521,0.762488481,-0.498271397,1.44E-13,4.24E-13
FBgn0029728, CG2861,chrX,26377.95402,0.837563301,6.00E-36,9.21E-34,1.789912538,2.05E-154,5.76E-153
FBgn0029726, CG15471,chrX,587.9464038,-0.003862827,0.963651039,0.992777944,0.144826927,0.112472464,0.139507114
FBgn0029725, CG2871,chrX,2492.503644,0.102836145,0.151846894,0.267520011,-0.181907118,0.017327676,0.023784782
FBgn0025679, Klf15,chrX,25.40695491,0.027224081,0.856937662,0.922820719,5.305646359,1.77E-16,5.87E-16
FBgn0029724, CG15472,chrX,1505.542468,0.05215705,0.435147416,0.586458192,0.035815037,0.597374393,0.644570929
FBgn0029745, Rpn13R,chrX,1478.498969,-0.009021713,0.901322466,0.946865031,-0.447085234,1.28E-08,2.90E-08
FBgn0029746, CG15465,chrX,0,0,NA,NA,0,NA,NA
FBgn0003449, snf,chrX,1500.239221,0.140822473,0.044779456,0.099833212,0.529532028,4.73E-13,1.36E-12
FBgn0011761, dhd,chrX,179.9459813,0.00476136,0.970507598,0.997427641,1.643224312,3.17E-23,1.30E-22
FBgn0029753, CG4198,chrX,9052.965096,0.023861445,0.689211313,0.800191905,-0.130708989,0.034705364,0.046051401
FBgn0029755, Sas10,chrX,111.2152307,0.138292155,0.298206965,0.445981009,0.521634262,0.003097317,0.004609149
FBgn0014024, Rnp4F,chrX,1191.528865,0.191309339,0.007344908,0.021526015,-0.476843244,1.33E-09,3.20E-09
FBgn0029754, CG15930,chrX,924.1169271,0.339469766,8.28E-05,0.000411962,0.494260401,9.68E-08,2.06E-07
FBgn0029752, TrxT,chrX,16271.23684,0.143588103,0.059885386,0.126669141,-0.213273393,0.009246098,0.013093499
FBgn0029751, CG17764,chrX,1986.480133,-0.168671598,0.026494879,0.064311011,-0.760679996,3.44E-20,1.29E-19
FBgn0029750, CG3323,chrX,9152.331916,0.179078905,0.011781584,0.032336177,0.068302869,0.352162243,0.400739957
FBgn0029747, CG5062,chrX,2331.249301,0.138203026,0.183677678,0.308946429,-1.317273562,4.42E-26,1.95E-25
FBgn0052767, CG32767,chrX,1956.764798,-0.023084044,0.777416446,0.86432025,-0.359392122,6.11E-05,0.000105716
FBgn0026751, XRCC1,chrX,1206.319114,0.271593261,2.92E-05,0.000162186,0.383224228,1.30E-08,2.94E-08
FBgn0010014, CanB,chrX,26.31750076,-0.115901668,0.453045248,0.604285223,0.953456806,0.00078424,0.001232776
FBgn0029761, SK,chrX,289.3812951,-0.395182114,0.000986718,0.003720269,-0.202717202,0.136030365,0.166839642
FBgn0029763, Usp16-45,chrX,2347.575032,0.183397498,0.01676096,0.043710804,-0.737454919,1.37E-18,4.85E-18
FBgn0029765, CG16756,chrX,9.882725628,-0.022392888,0.8825506,0.936885545,1.749008574,0.0020052,0.003034032
FBgn0029766, CG15784,chrX,339.1428374,-0.177393258,0.181059867,0.305627388,-0.21718359,0.211530662,0.251334093
FBgn0029768, SPR,chrX,151.4259241,0.330369564,0.011365393,0.031348652,-0.247804626,0.130727957,0.160735965
FBgn0029770, CG4151,chrX,3.85440962,0.571652327,0.019349837,0.049407359,4.958002147,9.83E-06,1.81E-05
FBgn0029771, CG12730,chrX,122.5827438,-0.192561431,0.127366433,0.232627352,-0.778175335,3.92E-06,7.45E-06
FBgn0026702, Pop1,chrX,505.2928079,0.491911958,2.50E-08,2.53E-07,1.231234277,1.70E-41,1.06E-40
FBgn0004687, Mlc-c,chrX,3725.80813,0.180338961,0.000287954,0.001247619,0.048105317,0.329929731,0.377722133
FBgn0029778, RhoGAP5A,chrX,348.6094627,-0.180297743,0.043431585,0.097237052,-0.736987256,1.27E-12,3.59E-12
FBgn0052762, CG32762,chrX,1.037160794,-0.01499896,0.902043469,NA,1.035208756,0.201374454,0.24030532
FBgn0029769, frma,chrX,20.99696736,-0.367235278,0.054224515,0.116934951,-0.03677197,0.906244558,0.92640858
FBgn0029762, NAAT1,chrX,1687.191402,-0.284677444,0.012979774,0.035193392,-2.02057545,4.26E-46,2.89E-45
FBgn0029756, CG3309,chrX,707.0546939,0.307571879,0.003716389,0.011950703,1.340929059,1.19E-29,5.75E-29
FBgn0028474, CG4119,chrX,1120.561983,0.369784225,2.88E-07,2.44E-06,0.971968718,1.54E-39,9.26E-39
FBgn0029785, RpL35,chrX,3945.544735,0.016990246,0.735678337,0.8327323,0.327699352,1.77E-10,4.48E-10
FBgn0003747, Gr5a,chrX,6.618682921,0.053022958,0.696930158,0.804327053,3.439726476,0.000855841,0.001338804
FBgn0000394, cv,chrX,136.5714817,-0.057584976,0.644190365,0.764830772,-0.582586841,0.000491896,0.00078755
FBgn0029791, AdamTS-B,chrX,46.08086285,0.095484635,0.534016022,0.674180209,1.744768466,5.56E-09,1.29E-08
FBgn0029795, CG15773,chrX,1.99007506,0.091538719,0.500595969,0.644767355,2.718818656,0.00937065,0.013264278
FBgn0029798, CG4078,chrX,405.8676986,0.431372785,9.25E-05,0.000454699,1.538919731,1.21E-37,6.97E-37
FBgn0029799, CG15772,chrX,16.11141127,0.091102746,0.560174461,0.696309381,1.157872402,0.006174982,0.008919182
FBgn0029801, CG15771,chrX,380.5368856,-0.040452317,0.650444866,0.77004495,-0.307815889,0.002215587,0.00333941
FBgn0029809, CG15767,chrX,791.5235402,-0.253437299,0.001735502,0.006115796,-0.70389719,2.17E-15,6.91E-15
FBgn0029810, CG12239,chrX,29.06087057,-0.059024832,0.701970864,0.807562028,1.579225386,4.28E-05,7.49E-05
FBgn0029811, Cpr5C,chrX,8.110699313,0.055431469,0.715492304,0.817495076,2.443538689,0.0004744,0.000760773
FBgn0029812, Prosbeta2R1,chrX,1917.716773,-0.017008232,0.785623657,0.870862527,0.124578312,0.053757983,0.069630455
FBgn0029814, CG15765,chrX,71.37069551,-0.086512141,0.557957979,0.69446449,1.294616993,1.45E-07,3.05E-07
FBgn0052761, tRNA:Glu-CTC-6-1Psi,chrX,1.413561089,0,1,NA,2.38087176,0.027758755,0.037210621
FBgn0029816, CG12729,chrX,845.8843091,-0.042320099,0.607998612,0.735017061,0.358175091,6.09E-05,0.000105441
FBgn0029817, CG15764,chrX,2659.039878,0.167118991,0.003879586,0.012397757,0.223353924,0.000197106,0.000327585
FBgn0029820, CG16721,chrX,5783.760758,-0.068606111,0.287034745,0.433171784,-1.260492021,2.96E-74,3.17E-73
FBgn0029821, CG4020,chrX,50.7333815,-0.044990845,0.769514072,0.859102148,4.313847442,9.80E-25,4.17E-24
